"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,13.9934450196257,717,717,58,58,1376
"2","1",3,5.41956220563384,617,617,10,10,1224
"3","1",4,49.0098982104456,571,571,45,45,1097
"4","1",5,66.621397961201,599,599,62,62,1136
"5","1",6,18.2386283066089,592,592,17,17,1167
"6","1",7,7.01952603747378,544,544,31,31,1057
"7","1",8,8.07151838606632,526,526,30,30,1022
"8","1",9,26.4165208759347,635,635,63,63,1207
"9","1",10,15.3143559306257,623,623,40,40,1206
"10","1",11,21.6498500299284,605,605,32,32,1178
"11","1",12,35.2886922363316,667,667,46,46,1288
"12","1",13,8.44948682288942,605,605,37,37,1173
"13","1",14,32.2381441379662,600,600,54,54,1146
"14","1",15,22.4655867429872,699,699,59,59,1339
"15","1",16,9.98067872225349,691,691,28,28,1354
"16","1",17,26.2510052411781,795,795,27,27,1563
"17","1",18,7.6000053191181,622,622,29,29,1215
"18","1",19,6.09948931926837,593,593,4,4,1182
"19","1",20,73.6336548165404,725,725,37,37,1413
"20","1",21,4.55432245167058,652,652,49,49,1255
"1","2",3,252.532313149786,170,887,105,163,894
"2","2",4,123.134527950606,141,758,88,98,801
"3","2",5,98.0430904941498,119,690,57,102,707
"4","2",6,255.316920508267,111,710,117,179,642
"5","2",7,184.432052451347,169,761,88,105,825
"6","2",8,85.9262776513878,146,690,52,83,753
"7","2",9,97.9293726281902,158,684,72,102,740
"8","2",10,235.182816923754,185,820,90,153,852
"9","2",11,237.712043543014,130,753,77,117,766
"10","2",12,126.342881507577,125,730,48,80,775
"11","2",13,147.198718463016,150,817,87,133,834
"12","2",14,186.391819389034,197,802,61,98,901
"13","2",15,251.755404074334,152,752,126,180,724
"14","2",16,324.440789007263,118,817,91,150,785
"15","2",17,305.937702808676,143,834,80,108,869
"16","2",18,273.660571915804,73,868,140,167,774
"17","2",19,138.001088210817,153,775,72,101,827
"18","2",20,123.291044064692,103,696,94,98,701
"19","2",21,260.941841184693,170,895,82,119,946
"20","2",22,445.089103916439,166,818,59,108,876
"1","3",4,488.80301492701,43,930,103,266,707
"2","3",5,238.319611102036,65,823,72,170,718
"3","3",6,214.328670257363,64,754,80,182,636
"4","3",7,187.562388417521,116,826,79,258,684
"5","3",8,215.807053030812,78,839,83,188,729
"6","3",9,272.522412376856,61,751,112,195,617
"7","3",10,343.35665756588,90,774,92,194,670
"8","3",11,257.051105990781,104,924,111,264,764
"9","3",12,179.208249909292,71,824,91,208,687
"10","3",13,275.877996613089,42,772,118,198,616
"11","3",14,374.442594905921,65,882,144,277,670
"12","3",15,213.082856090982,63,865,92,190,738
"13","3",16,337.016097494844,72,824,91,271,625
"14","3",17,469.790064369882,19,836,60,210,645
"15","3",18,247.557249021578,59,893,140,248,704
"16","3",19,840.12270981559,62,930,60,227,765
"17","3",20,224.376446950674,46,821,109,210,657
"18","3",21,364.325721367365,49,745,88,186,608
"19","3",22,336.232748131701,49,944,138,257,736
"20","3",23,257.585663531324,89,907,117,225,771
"1","4",5,260.413670834969,52,982,123,389,645
"2","4",6,229.200375797376,6,829,100,270,565
"3","4",7,424.633187562502,51,805,94,276,580
"4","4",8,334.402570765161,46,872,98,356,562
"5","4",9,305.626127970352,42,881,139,327,596
"6","4",10,225.918738590739,37,788,132,327,498
"7","4",11,181.686074759708,8,782,122,316,474
"8","4",12,401.614938223812,12,936,147,411,537
"9","4",13,215.343372564053,27,851,105,313,565
"10","4",14,412.61839777262,28,800,85,283,545
"11","4",15,248.753734631374,39,921,130,407,553
"12","4",16,225.886032197896,69,934,125,315,688
"13","4",17,275.963875259372,31,855,78,349,537
"14","4",18,351.840887918798,8,844,101,311,541
"15","4",19,592.031273417892,40,933,104,352,621
"16","4",20,424.178584218391,31,961,157,384,608
"17","4",21,307.124218571948,52,873,105,315,610
"18","4",22,280.973418705138,23,768,121,307,484
"19","4",23,566.623473550379,37,981,109,366,652
"20","4",24,401.676061194946,40,947,175,400,587
"1","5",6,397.581080818849,35,1017,118,507,545
"2","5",7,374.013682986536,40,869,105,375,534
"3","5",8,283.651048839829,14,819,98,374,459
"4","5",9,316.68083363672,16,888,148,504,400
"5","5",10,386.144494049403,15,896,129,456,455
"6","5",11,295.703614880228,16,804,71,398,422
"7","5",12,631.977689836469,30,812,116,432,410
"8","5",13,387.066691239995,48,984,71,482,550
"9","5",14,165.693682029271,12,863,59,372,503
"10","5",15,399.975466459823,15,815,80,363,467
"11","5",16,296.855433725787,35,956,94,501,490
"12","5",17,304.094846767127,32,966,107,422,576
"13","5",18,576.5815740136,20,875,115,464,431
"14","5",19,390.569286058377,22,866,123,434,454
"15","5",20,338.467599676009,49,982,96,448,583
"16","5",21,358.558376077633,40,1001,127,511,530
"17","5",22,233.623601429302,10,883,100,415,478
"18","5",23,444.566702090163,6,774,106,413,367
"19","5",24,266.606871214867,38,1019,109,475,582
"20","5",25,654.887163048055,13,960,70,470,503
"1","6",7,274.056436826454,6,1023,60,567,462
"2","6",8,345.488470081665,8,877,87,462,423
"3","6",9,204.6668629777,37,856,115,489,404
"4","6",10,451.357115134991,18,906,101,605,319
"5","6",11,342.656748309387,28,924,63,519,433
"6","6",12,368.420113831505,14,818,101,499,333
"7","6",13,296.601890248451,36,848,116,548,336
"8","6",14,259.71738098774,32,1016,81,563,485
"9","6",15,310.90053574166,7,870,139,511,366
"10","6",16,334.672542299527,4,819,121,484,339
"11","6",17,498.077360277779,11,967,110,611,367
"12","6",18,257.101806010438,6,972,99,521,457
"13","6",19,250.207405458596,20,895,86,550,365
"14","6",20,594.356295126652,13,879,99,533,359
"15","6",21,429.022078474097,5,987,115,563,429
"16","6",22,434.31702551031,15,1016,105,616,415
"17","6",23,624.195580357845,12,895,103,518,389
"18","6",24,319.42693763261,11,785,100,513,283
"19","6",25,604.097941117891,10,1029,109,584,455
"20","6",26,291.8112342425,1,961,84,554,408
"1","7",8,515.667013651468,4,1027,146,713,318
"2","7",9,537.416501767409,9,886,76,538,357
"3","7",10,170.215893950757,6,862,63,552,316
"4","7",11,320.136078432818,5,911,76,681,235
"5","7",12,506.788350843333,7,931,99,618,320
"6","7",13,355.535291489996,14,832,64,563,283
"7","7",14,285.546499192285,0,848,95,643,205
"8","7",15,342.845706788578,0,1016,88,651,365
"9","7",16,473.017490164385,4,874,97,608,270
"10","7",17,191.666599654318,26,845,88,572,299
"11","7",18,297.946410930006,44,1011,84,695,360
"12","7",19,388.617632301289,8,980,88,609,379
"13","7",20,520.08983283878,9,904,110,660,253
"14","7",21,236.654863126131,0,879,83,616,263
"15","7",22,560.90740419657,26,1013,125,688,351
"16","7",23,463.02748826244,4,1020,130,746,278
"17","7",24,239.970864973334,4,899,61,579,324
"18","7",25,323.174515169363,4,789,67,580,213
"19","7",26,339.982411942172,15,1044,107,691,368
"20","7",27,430.98320845534,4,965,93,647,322
"1","8",9,200.26958720908,11,1038,62,775,274
"2","8",10,213.32396819639,0,886,84,622,264
"3","8",11,189.350519593283,17,879,81,633,263
"4","8",12,321.699473694407,0,911,42,723,188
"5","8",13,105.407184126614,0,931,71,689,242
"6","8",14,131.845464575139,5,837,69,632,210
"7","8",15,200.627359504258,4,852,74,717,139
"8","8",16,155.840477833869,4,1020,100,751,273
"9","8",17,176.889838972732,11,885,55,663,233
"10","8",18,143.284370687183,4,849,79,651,202
"11","8",19,164.319885937701,7,1018,85,780,245
"12","8",20,272.124013111924,4,984,110,719,269
"13","8",21,199.100475481023,9,913,105,765,157
"14","8",22,97.9461111389829,9,888,64,680,217
