"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,14.8036725013509,560,560,29,29,1091
"2","1",3,9.31750599439043,560,560,36,36,1084
"3","1",4,15.505571634219,494,494,17,17,971
"4","1",5,11.0530796698663,700,700,18,18,1382
"5","1",6,35.0399639666993,659,659,53,53,1265
"6","1",7,8.24781324396796,558,558,36,36,1080
"7","1",8,18.293511091061,674,674,68,68,1280
"8","1",9,16.7946497658936,699,699,22,22,1376
"9","1",10,14.9436544194803,624,624,45,45,1203
"10","1",11,19.9084956522335,620,620,41,41,1199
"11","1",12,27.5418475405211,566,566,29,29,1103
"12","1",13,31.9954533367752,632,632,56,56,1208
"13","1",14,8.49370004931428,632,632,49,49,1215
"14","1",15,23.4188831758973,622,622,52,52,1192
"15","1",16,33.1908458980198,562,562,22,22,1102
"16","1",17,5.43427466394104,576,576,39,39,1113
"17","1",18,12.9380837648344,577,577,52,52,1102
"18","1",19,33.4364958024014,659,659,77,77,1241
"19","1",20,22.3577173930549,637,637,51,51,1223
"20","1",21,5.98001025301332,483,483,21,21,945
"1","2",3,88.540656139472,197,757,52,81,873
"2","2",4,177.890032642712,150,710,100,136,724
"3","2",5,95.8454499499876,141,635,26,43,733
"4","2",6,175.171735620309,209,909,113,131,987
"5","2",7,219.244992735112,175,834,67,120,889
"6","2",8,340.342985706816,189,747,84,120,816
"7","2",9,242.097657850983,187,861,115,183,865
"8","2",10,291.618177600375,185,884,141,163,906
"9","2",11,191.582015502048,172,796,68,113,855
"10","2",12,103.050463018708,162,782,66,107,837
"11","2",13,201.575844678393,221,787,81,110,898
"12","2",14,338.128407101768,77,709,121,177,609
"13","2",15,174.305169593837,83,715,45,94,704
"14","2",16,165.23421833728,202,824,51,103,923
"15","2",17,106.828362299818,122,684,52,74,732
"16","2",18,203.499116351703,87,663,13,52,698
"17","2",19,273.225713877328,178,755,88,140,793
"18","2",20,356.357351868992,157,816,109,186,787
"19","2",21,545.998442977991,128,765,83,134,759
"20","2",22,128.226412822967,166,649,50,71,744
"1","3",4,303.128563178741,73,830,130,211,692
"2","3",5,190.484102576291,96,806,131,267,635
"3","3",6,143.215281158879,109,744,90,133,720
"4","3",7,327.153696215666,72,981,125,256,797
"5","3",8,455.619646572188,30,864,105,225,669
"6","3",9,272.023310933126,54,801,115,235,620
"7","3",10,660.500854168858,65,926,146,329,662
"8","3",11,683.474582100885,93,977,107,270,800
"9","3",12,427.255614873823,75,871,157,270,676
"10","3",13,285.851547056394,60,842,127,234,668
"11","3",14,331.106867135099,43,830,138,248,625
"12","3",15,353.758443597683,57,766,70,247,576
"13","3",16,243.971220234153,66,781,87,181,666
"14","3",17,152.985679890402,83,907,116,219,771
"15","3",18,126.491074692949,37,721,66,140,618
"16","3",19,190.619768622329,70,733,132,184,619
"17","3",20,433.823448776926,60,815,146,286,589
"18","3",21,439.931591741847,56,872,122,308,620
"19","3",22,294.452820046802,69,834,95,229,674
"20","3",23,210.551430834025,54,703,83,154,603
"1","4",5,278.402664406969,34,864,112,323,575
"2","4",6,208.430086626079,61,867,66,333,595
"3","4",7,356.008233831154,18,762,115,248,532
"4","4",8,342.642884996474,18,999,104,360,657
"5","4",9,396.92446904471,50,914,98,323,641
"6","4",10,512.740658733173,41,842,88,323,560
"7","4",11,556.898545034614,36,962,115,444,554
"8","4",12,468.068673536965,29,1006,134,404,631
"9","4",13,370.845055218919,52,923,126,396,579
"10","4",14,625.654455436504,56,898,151,385,569
"11","4",15,318.33004532578,36,866,107,355,547
"12","4",16,371.076338452651,30,796,106,353,473
"13","4",17,415.795622080476,35,816,125,306,545
"14","4",18,318.252915308182,48,955,134,353,650
"15","4",19,122.367487128049,32,753,37,177,608
"16","4",20,232.092846270466,50,783,83,267,566
"17","4",21,293.671969381757,56,871,85,371,556
"18","4",22,411.965491272348,67,939,93,401,605
"19","4",23,433.724290771133,42,876,169,398,520
"20","4",24,323.358077265878,21,724,126,280,465
"1","5",6,381.680565742992,27,891,112,435,483
"2","5",7,277.704467400087,13,880,90,423,470
"3","5",8,160.503794082836,12,774,110,358,428
"4","5",9,953.041234204602,8,1007,110,470,545
"5","5",10,347.891217979152,7,921,113,436,492
"6","5",11,385.083209513066,25,867,157,480,412
"7","5",12,310.941540770225,5,967,111,555,417
"8","5",13,566.312797632621,24,1030,137,541,513
"9","5",14,498.089814128347,6,929,171,567,368
"10","5",15,636.614897578574,15,913,171,556,372
"11","5",16,261.500799730245,19,885,136,491,413
"12","5",17,327.490152930279,5,801,72,425,381
"13","5",18,345.409890802104,23,839,120,426,436
"14","5",19,422.919891168193,18,973,101,454,537
"15","5",20,377.35808876008,31,784,135,312,503
"16","5",21,294.115951084713,39,822,78,345,516
"17","5",22,932.446615209542,31,902,93,464,469
"18","5",23,317.60570421473,11,950,79,480,481
"19","5",24,384.662146305939,45,921,116,514,452
"20","5",25,516.346732800339,12,736,76,356,392
"1","6",7,428.342559361414,35,926,135,570,391
"2","6",8,436.674869278454,20,900,126,549,371
"3","6",9,241.1577653089,33,807,82,440,400
"4","6",10,303.856041501796,24,1031,113,583,472
"5","6",11,308.455243679882,18,939,67,503,454
"6","6",12,362.411315067758,15,882,85,565,332
"7","6",13,172.888562823707,6,973,60,615,364
"8","6",14,302.934279635735,17,1047,72,613,451
"9","6",15,461.983259163557,38,967,88,655,350
"10","6",16,362.328299797096,12,925,113,669,268
"11","6",17,465.974249246746,16,901,73,564,353
"12","6",18,279.926693316089,22,823,115,540,305
"13","6",19,160.446742584426,40,879,96,522,397
"14","6",20,419.888407518568,10,983,74,528,465
"15","6",21,311.815319104056,20,804,99,411,413
"16","6",22,364.238614081321,6,828,94,439,395
"17","6",23,239.005168251593,20,922,79,543,399
"18","6",24,399.875735731946,15,965,107,587,393
"19","6",25,748.11553189968,10,931,139,653,288
"20","6",26,422.872720699936,48,784,132,488,344
"1","7",8,259.205194416606,0,926,80,650,276
"2","7",9,184.863480387935,19,919,66,615,323
"3","7",10,413.903331989481,9,816,70,510,315
"4","7",11,470.695807125807,13,1044,122,705,352
"5","7",12,449.031110691444,0,939,110,613,326
"6","7",13,195.515558032745,0,882,47,612,270
"7","7",14,250.10812815406,2,975,70,685,292
"8","7",15,629.369687531128,14,1061,76,689,386
"9","7",16,460.158863034502,16,983,97,752,247
"10","7",17,345.814678748608,26,951,109,778,199
"11","7",18,354.864256176895,6,907,94,658,255
"12","7",19,425.06772561422,26,849,78,618,257
"13","7",20,212.493404094262,0,879,89,611,268
"14","7",21,294.824264727215,15,998,106,634,379
"15","7",22,497.09303129751,8,812,99,510,310
"16","7",23,966.265442714511,22,850,105,544,328
"17","7",24,472.945352401238,4,926,98,641,289
"18","7",25,456.046858019589,6,971,121,708,269
"19","7",26,425.538826510756,24,955,87,740,239
"20","7",27,177.464867280796,4,788,47,535,257
"1","8",9,147.659388371435,0,926,97,747,179
"2","8",10,307.477280800016,7,926,49,664,269
"3","8",11,435.434148756747,0,816,56,566,250
"4","8",12,351.637627442226,0,1044,81,786,258
"5","8",13,221.162274187276,8,947,67,680,275
"6","8",14,383.828458862662,4,886,92,704,186
"7","8",15,145.178153185335,22,997,100,785,234
"8","8",16,548.092974532104,6,1067,108,797,276
"9","8",17,305.777862042435,1,984,40,792,193
"10","8",18,227.014798441109,13,964,44,822,155
"11","8",19,358.177931277471,3,910,76,734,179
"12","8",20,426.472572436708,0,849,69,687,162
"13","8",21,469.317408755173,8,887,87,698,197
"14","8",22,138.0848601207,0,998,120,754,244
"15","8",23,292.193652481447,5,817,98,608,214
"16","8",24,436.890257738361,0,850,67,611,239
"17","8",25,612.787510275081,7,933,70,711,229
"18","8",26,328.363343460506,0,971,45,753,218
"19","8",27,124.249137822857,0,955,36,776,179
"20","8",28,590.499666406197,0,788,57,592,196
"1","9",10,153.703921446929,2,928,47,794,136
"2","9",11,134.002139717152,0,926,57,721,205
"3","9",12,291.778798264108,11,827,122,688,150
"4","9",13,247.029447059231,7,1051,76,862,196
"5","9",14,344.889163497082,0,947,76,756,191
"6","9",15,194.372545003425,4,890,69,773,121
"7","9",16,280.34200758641,1,998,49,834,165
"8","9",17,367.807494582665,19,1086,60,857,248
"9","9",18,239.008012497752,2,986,52,844,144
"10","9",19,163.81327726873,8,972,35,857,123
"11","9",20,150.718032052584,11,921,45,779,153
"12","9",21,317.617538300104,4,853,46,733,124
"13","9",22,226.73339908296,5,892,47,745,152
"14","9",23,235.162668271407,5,1003,73,827,181
"15","9",24,93.5127716816732,0,817,6,614,203
"16","9",25,387.689057771445,0,850,59,670,180
"17","9",26,303.939450457628,0,933,81,792,141
"18","9",27,134.579418419908,5,976,92,845,136
"19","9",28,223.099992769356,2,957,56,832,127
"20","9",29,155.150150491384,4,792,43,635,161
"1","10",11,172.605295430897,0,928,51,845,83
"2","10",12,138.579380790798,0,926,62,783,143
"3","10",13,153.681298045842,0,827,70,758,69
"4","10",14,273.096422384459,0,1051,49,911,140
"5","10",15,117.915367262846,0,947,44,800,147
"6","10",16,179.210892601447,0,890,25,798,92
"7","10",17,132.590311132219,2,1000,41,875,127
"8","10",18,141.90304368189,0,1086,51,908,178
"9","10",19,145.099253404851,19,1005,34,878,146
"10","10",20,146.522283935022,4,976,44,901,79
"11","10",21,133.727128852685,11,932,57,836,107
"12","10",22,133.067670644229,0,853,37,770,83
"13","10",23,85.9232219833511,0,892,64,809,83
"14","10",24,302.12258169732,0,1003,46,873,130
"15","10",25,216.490586490213,4,821,56,670,155
"16","10",26,205.789059183825,0,850,78,748,102
"17","10",27,153.854795634869,0,933,32,824,109
"18","10",28,250.773413128743,16,992,35,880,128
"19","10",29,120.518051291102,0,957,35,867,90
"20","10",30,191.65030601002,0,792,52,687,105
"1","11",12,203.904389924971,0,928,27,872,56
"2","11",13,148.262764602335,5,931,30,813,123
"3","11",14,177.425496172728,6,833,15,773,66
"4","11",15,246.909818454491,6,1057,69,980,83
"5","11",16,360.351807045981,0,947,27,827,120
"6","11",17,343.406532337711,0,890,27,825,65
"7","11",18,85.670991661639,0,1000,43,918,82
"8","11",19,178.399942074801,10,1096,32,940,166
"9","11",20,130.552200767714,6,1011,44,922,95
"10","11",21,197.143301063328,0,976,26,927,49
"11","11",22,367.243547023764,0,932,26,862,70
"12","11",23,152.691106277345,11,864,19,789,86
"13","11",24,83.1344580277226,0,892,29,838,54
"14","11",25,142.598787359837,0,1003,31,904,99
"15","11",26,256.160454493357,0,821,42,712,109
"16","11",27,146.003630308556,0,850,6,754,96
"17","11",28,125.491304085849,0,933,33,857,76
"18","11",29,93.0621476641493,3,995,31,911,87
"19","11",30,168.875193287833,5,962,23,890,77
"20","11",31,185.96726101685,0,792,44,731,61
"1","12",13,200.314772668228,0,928,33,905,23
"2","12",14,51.9981153383054,0,931,49,862,69
"3","12",15,468.048659709179,15,848,29,802,61
"4","12",16,107.33740392754,4,1061,36,1016,49
"5","12",17,253.081564988723,0,947,60,887,60
"6","12",18,72.7532852970041,0,890,24,849,41
"7","12",19,239.164692257484,0,1000,18,936,64
"8","12",20,114.581817488122,0,1096,41,981,115
"9","12",21,141.033454940913,0,1011,34,956,55
"10","12",22,118.030340722559,9,985,10,937,57
"11","12",23,58.5157218434008,8,940,26,888,60
"12","12",24,34.7548736811527,0,864,24,813,51
"13","12",25,95.7987985557513,0,892,19,857,35
"14","12",26,53.6052464202004,0,1003,35,939,64
"15","12",27,117.558259953015,0,821,23,735,86
"16","12",28,90.851197614228,10,860,33,787,83
"17","12",29,85.1863322183185,7,940,14,871,76
"18","12",30,93.8387892100661,0,995,29,940,55
"19","12",31,82.6049351111685,0,962,34,924,38
"20","12",32,46.3673985020731,0,792,16,747,45
"1","13",14,54.3198943669134,0,928,10,915,13
"2","13",15,296.383424825896,0,931,22,884,47
"3","13",16,132.068331878751,0,848,17,819,29
"4","13",17,48.1024070537749,9,1070,18,1034,45
"5","13",18,93.0674517795862,6,953,15,902,57
"6","13",19,52.192088772026,0,890,19,868,22
"7","13",20,57.9072919849303,0,1000,35,971,29
"8","13",21,120.63698633862,0,1096,32,1013,83
"9","13",22,69.0849810521667,0,1011,28,984,27
"10","13",23,25.6820448704191,6,991,10,947,50
"11","13",24,166.029158042004,0,940,32,920,20
"12","13",25,91.0053593971107,5,869,19,832,42
"13","13",26,88.8019667399222,0,892,18,875,17
"14","13",27,130.438273630054,7,1010,20,959,58
"15","13",28,99.3049184162677,0,821,15,750,71
"16","13",29,119.962943674435,0,860,36,823,37
"17","13",30,70.2552568737714,0,940,5,876,64
"18","13",31,405.693313084387,0,995,8,948,47
"19","13",32,5.8330191554433,0,962,13,937,25
"20","13",33,45.2670839283752,0,792,13,760,32
"1","14",15,256.285918440875,0,928,6,921,7
"2","14",16,306.52251227535,4,935,10,894,45
"3","14",17,37.2143112722451,0,848,10,829,19
"4","14",18,127.70316645445,0,1070,10,1044,26
"5","14",19,59.9893706729636,0,953,35,937,16
"6","14",20,40.5686610054381,0,890,6,874,16
"7","14",21,75.8986090211344,0,1000,6,977,23
"8","14",22,156.928227769431,0,1096,49,1062,34
"9","14",23,153.646000737761,0,1011,4,988,23
"10","14",24,58.5954735713441,0,991,7,954,37
"11","14",25,25.9252428450498,0,940,3,923,17
"12","14",26,113.776125771446,19,888,21,853,54
"13","14",27,123.078466329861,0,892,8,883,9
"14","14",28,137.739367240118,0,1010,7,966,44
"15","14",29,43.5532649577792,0,821,40,790,31
"16","14",30,23.8098146173996,0,860,4,827,33
"17","14",31,27.1432307118278,0,940,12,888,52
"18","14",32,124.710148279241,0,995,11,959,36
"19","14",33,9.17349081488526,0,962,5,942,20
"20","14",34,19.5577759327129,0,792,11,771,21
