"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,30.4698004000296,604,604,47,47,1161
"2","1",3,65.8287561139846,648,648,45,45,1251
"3","1",4,11.9135730532436,544,544,32,32,1056
"4","1",5,119.800355822277,618,618,21,21,1215
"5","1",6,15.3640198229923,614,614,71,71,1157
"6","1",7,6.44508235416985,609,609,20,20,1198
"7","1",8,73.5641423180688,674,674,34,34,1314
"8","1",9,14.0866521332909,636,636,23,23,1249
"9","1",10,33.4353082588382,508,508,67,67,949
"10","1",11,22.2338813401962,604,604,28,28,1180
"11","1",12,16.1208725659495,585,585,37,37,1133
"12","1",13,13.8833338563975,496,496,22,22,970
"13","1",14,13.9419224080788,642,642,15,15,1269
"14","1",15,37.793809868806,691,691,68,68,1314
"15","1",16,88.6650847947578,600,600,63,63,1137
"16","1",17,38.7796450885066,611,611,36,36,1186
"17","1",18,83.1722941490749,620,620,40,40,1200
"18","1",19,24.2729978164444,631,631,35,35,1227
"19","1",20,19.3238142995439,503,503,41,41,965
"20","1",21,23.6966374778518,636,636,45,45,1227
"1","2",3,167.135248445004,157,761,94,141,777
"2","2",4,192.240283810489,162,810,78,123,849
"3","2",5,155.201903695771,166,710,61,93,783
"4","2",6,108.85317522308,137,755,69,90,802
"5","2",7,163.363270929456,175,789,82,153,811
"6","2",8,86.6547498340223,75,684,71,91,668
"7","2",9,477.718156441172,112,786,81,115,783
"8","2",10,107.205551881154,146,782,67,90,838
"9","2",11,290.896108123389,151,659,86,153,657
"10","2",12,190.117999366462,229,833,58,86,976
"11","2",13,317.19172315189,139,724,38,75,788
"12","2",14,201.198183137355,154,650,65,87,717
"13","2",15,222.593759349571,176,818,66,81,913
"14","2",16,150.569591969892,166,857,114,182,841
"15","2",17,281.160206352968,158,758,81,144,772
"16","2",18,148.168596351764,131,742,69,105,768
"17","2",19,162.727226872557,143,763,82,122,784
"18","2",20,349.526779314609,217,848,75,110,955
"19","2",21,136.527363344361,171,674,61,102,743
"20","2",22,287.910228108913,155,791,77,122,824
"1","3",4,179.614320983893,94,855,87,228,721
"2","3",5,400.888706581789,66,876,142,265,677
"3","3",6,143.754738814823,59,769,84,177,651
"4","3",7,133.059884993555,46,801,74,164,683
"5","3",8,311.944890783262,85,874,118,271,688
"6","3",9,450.40135893899,101,785,116,207,679
"7","3",10,406.691519805691,58,844,106,221,681
"8","3",11,275.500148426201,63,845,108,198,710
"9","3",12,288.635936795033,77,736,100,253,560
"10","3",13,273.657169226297,74,907,108,194,787
"11","3",14,128.439958587088,75,799,57,132,742
"12","3",15,114.44961324647,66,716,105,192,590
"13","3",16,352.683063433409,67,885,133,214,738
"14","3",17,342.615556741216,59,916,56,238,737
"15","3",18,287.052107334472,60,818,92,236,642
"16","3",19,453.985763472858,40,782,55,160,662
"17","3",20,586.859132397575,48,811,99,221,638
"18","3",21,460.67362342449,65,913,69,179,799
"19","3",22,211.906495764462,89,763,96,198,654
"20","3",23,547.126580197355,63,854,161,283,634
"1","4",5,279.980260449694,13,868,121,349,532
"2","4",6,278.59098282767,35,911,150,415,531
"3","4",7,402.75420202074,75,844,94,271,648
"4","4",8,407.121070830116,31,832,177,341,522
"5","4",9,177.697146332422,30,904,137,408,526
"6","4",10,242.38569625081,54,839,56,263,630
"7","4",11,253.284504667817,33,877,77,298,612
"8","4",12,348.058834425477,40,885,94,292,633
"9","4",13,243.014721087985,30,766,105,358,438
"10","4",14,530.584633323891,42,949,133,327,664
"11","4",15,211.276285830566,11,810,129,261,560
"12","4",16,244.293824374713,57,773,62,254,576
"13","4",17,264.393369091656,74,959,146,360,673
"14","4",18,465.290557313265,34,950,130,368,616
"15","4",19,329.824551668302,29,847,155,391,485
"16","4",20,294.995518206125,25,807,90,250,582
"17","4",21,352.586919748208,31,842,91,312,561
"18","4",22,446.221091628193,36,949,129,308,677
"19","4",23,262.755216255662,35,798,118,316,517
"20","4",24,846.208985893829,31,885,104,387,529
"1","5",6,484.240131457037,26,894,103,452,468
"2","5",7,475.121748163268,24,935,129,544,415
"3","5",8,316.13514032206,8,852,138,409,451
"4","5",9,358.12794612147,21,853,101,442,432
"5","5",10,192.36168060334,29,933,108,516,446
"6","5",11,227.344283680391,8,847,119,382,473
"7","5",12,332.231669447223,24,901,60,358,567
"8","5",13,277.358920779451,16,901,150,442,475
"9","5",14,368.775865082989,17,783,74,432,368
"10","5",15,486.302580567548,23,972,101,428,567
"11","5",16,443.47312776158,19,829,110,371,477
"12","5",17,436.512039831681,29,802,105,359,472
"13","5",18,386.91024824235,49,1008,117,477,580
"14","5",19,771.717540815716,0,950,162,530,420
"15","5",20,310.307594618917,45,892,105,496,441
"16","5",21,287.857288062806,7,814,112,362,459
"17","5",22,334.901924633863,0,842,76,388,454
"18","5",23,343.974965303064,18,967,130,438,547
"19","5",24,292.220713565616,22,820,119,435,407
"20","5",25,560.580890460275,17,902,117,504,415
"1","6",7,448.735860837333,21,915,76,528,408
"2","6",8,440.355214937596,19,954,55,599,374
"3","6",9,205.162766958381,8,860,101,510,358
"4","6",10,259.311182607435,13,866,106,548,331
"5","6",11,501.013791519361,20,953,102,618,355
"6","6",12,475.011778104691,38,885,103,485,438
"7","6",13,113.459449400027,10,911,83,441,480
"8","6",14,537.997063000876,25,926,122,564,387
"9","6",15,146.331120571376,31,814,67,499,346
"10","6",16,270.044444984341,12,984,121,549,447
"11","6",17,490.787816671484,14,843,94,465,392
"12","6",18,293.561694656563,0,802,67,426,376
"13","6",19,434.128399513995,13,1021,148,625,409
"14","6",20,484.545468894335,31,981,85,615,397
"15","6",21,186.586099271327,21,913,131,627,307
"16","6",22,331.87164814261,25,839,107,469,395
"17","6",23,435.40314093737,26,868,83,471,423
"18","6",24,452.402462138765,21,988,110,548,461
"19","6",25,259.860495836032,31,851,152,587,295
"20","6",26,806.646942178048,18,920,86,590,348
"1","7",8,315.932016058803,0,915,112,640,275
"2","7",9,396.765138973395,4,958,92,691,271
"3","7",10,435.908599015146,4,864,67,577,291
"4","7",11,295.65535247185,0,866,77,625,241
"5","7",12,388.869082463759,4,957,84,702,259
"6","7",13,156.217330125101,4,889,74,559,334
"7","7",14,259.157229197517,8,919,102,543,384
"8","7",15,376.620304431684,14,940,61,625,329
"9","7",16,179.672794920164,11,825,44,543,293
"10","7",17,444.691882272821,14,998,126,675,337
"11","7",18,380.044241886046,23,866,109,574,315
"12","7",19,428.361331768847,5,807,60,486,326
