"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,50.0716746390837,561,561,27,27,1095
"2","1",3,16.2472941046481,548,548,17,17,1079
"3","1",4,45.1384307702756,697,697,37,37,1357
"4","1",5,22.6110353003923,628,628,39,39,1217
"5","1",6,22.2818108359344,559,559,20,20,1098
"6","1",7,30.5408447383442,578,578,35,35,1121
"7","1",8,11.9657149497426,593,593,21,21,1165
"8","1",9,8.39156972292094,493,493,40,40,946
"9","1",10,28.9635413786275,621,621,30,30,1212
"10","1",11,67.6554878793767,612,612,41,41,1183
"11","1",12,7.84087490470293,552,552,36,36,1068
"12","1",13,28.2914721503792,681,681,46,46,1316
"13","1",14,26.3117454827764,566,566,16,16,1116
"14","1",15,27.7751308382869,609,609,39,39,1179
"15","1",16,11.0652597871242,662,662,24,24,1300
"16","1",17,20.326840379056,686,686,32,32,1340
"17","1",18,18.9012965323994,607,607,35,35,1179
"18","1",19,17.2441456698064,666,666,53,53,1279
"19","1",20,15.6458889931452,585,585,20,20,1150
"20","1",21,20.5138346844926,589,589,6,6,1172
"1","2",3,62.5052696477475,225,786,76,103,908
"2","2",4,79.8644490918539,102,650,66,83,669
"3","2",5,87.223842806646,95,792,108,145,742
"4","2",6,101.001992392829,92,720,73,112,700
"5","2",7,74.1926745812565,136,695,95,115,716
"6","2",8,247.368217222005,186,764,87,122,828
"7","2",9,88.2530269658874,182,775,105,126,831
"8","2",10,118.916682735114,133,626,77,117,642
"9","2",11,259.17481216053,140,761,85,115,786
"10","2",12,402.145433840313,147,759,89,130,776
"11","2",13,148.8597348664,142,694,57,93,743
"12","2",14,144.296450336498,165,846,49,95,916
"13","2",15,196.085440300643,122,688,100,116,694
"14","2",16,116.176793898445,93,702,49,88,707
"15","2",17,102.597781730938,136,798,78,102,832
"16","2",18,421.299676667161,146,832,84,116,862
"17","2",19,222.121222655961,201,808,63,98,911
"18","2",20,191.725938697709,179,845,75,128,896
"19","2",21,132.241530731796,163,748,55,75,836
"1","3",4,185.448795016971,76,862,160,263,675
"2","3",5,183.384367065236,70,720,53,136,654
"3","3",6,274.845486110305,28,820,74,219,629
"4","3",7,283.073777774989,102,822,74,186,738
"5","3",8,287.273830109212,43,738,102,217,564
"6","3",9,199.581041425681,116,880,120,242,754
"7","3",10,412.408129408666,65,840,125,251,654
"8","3",11,314.942170262709,86,712,90,207,591
"9","3",12,277.308626436796,37,798,135,250,585
"10","3",13,161.270837351931,87,846,69,199,734
"11","3",14,199.084697318458,53,747,97,190,610
"12","3",15,281.600397460908,29,875,109,204,700
"13","3",16,274.769316055295,89,777,74,190,676
"14","3",17,394.019143865642,98,800,130,218,680
"15","3",18,213.806554947194,89,887,126,228,748
"16","3",19,529.754069104243,62,894,141,257,699
"17","3",20,279.043444818355,81,889,87,185,785
"18","3",21,420.456432784669,91,936,51,179,848
"1","4",5,554.22878521276,52,914,65,328,638
"2","4",6,242.166123775458,31,751,92,228,554
"3","4",7,336.240337927283,47,867,92,311,603
"4","4",8,424.337581803219,43,865,130,316,592
"5","4",9,359.353736369795,48,786,112,329,505
"6","4",10,277.388841069435,30,910,113,355,585
"7","4",11,476.483537381248,59,899,145,396,562
"8","4",12,168.700897700284,30,742,87,294,478
"9","4",13,488.454319902892,47,845,107,357,535
"10","4",14,568.108360742328,54,900,90,289,665
"11","4",15,259.832627104897,31,778,83,273,536
"12","4",16,443.473122052961,73,948,106,310,711
"13","4",17,158.091872811915,20,797,69,259,558
"14","4",18,219.654920451751,53,853,124,342,564
"15","4",19,449.547729709911,21,908,146,374,555
"16","4",20,235.542863633234,42,936,117,374,604
"17","4",21,379.606829434504,34,923,152,337,620
"1","5",6,401.74641975182,31,945,134,462,514
"2","5",7,165.046534053145,30,781,98,326,485
"3","5",8,248.800762735426,42,909,118,429,522
"4","5",9,246.8208424714,38,903,108,424,517
"5","5",10,357.47941438255,17,803,77,406,414
"6","5",11,360.328799132575,8,918,113,468,458
"7","5",12,425.827472093296,45,944,100,496,493
"8","5",13,191.38323570245,29,771,78,372,428
"9","5",14,275.820421380736,12,857,113,470,399
"10","5",15,276.048069555459,14,914,149,438,490
"11","5",16,510.191866874902,26,804,107,380,450
"12","5",17,388.250275700799,42,990,130,440,592
"13","5",18,296.795625719326,23,820,117,376,467
"14","5",19,412.496481015494,25,878,66,408,495
"15","5",20,593.718288290157,52,960,107,481,531
"16","5",21,348.027207927186,26,962,112,486,502
"1","6",7,319.066103204873,5,950,98,560,395
"2","6",8,244.671310071749,9,790,107,433,366
"3","6",9,323.67918069304,15,924,49,478,461
"4","6",10,423.584412216788,13,916,127,551,378
"5","6",11,413.298511182267,0,803,85,491,312
"6","6",12,230.011432479272,0,918,75,543,375
"7","6",13,529.07594931764,39,983,129,625,397
"8","6",14,240.88887179463,23,794,116,488,329
"9","6",15,415.852933820749,23,880,76,546,357
"10","6",16,459.378858061067,10,924,83,521,413
"11","6",17,326.646184307513,4,808,61,441,371
"12","6",18,388.052016816727,4,994,127,567,431
"13","6",19,555.341577099703,23,843,65,441,425
"14","6",20,354.539811363573,13,891,73,481,423
"15","6",21,238.352000602282,12,972,67,548,436
"1","7",8,242.830082653694,23,973,103,663,333
"2","7",9,236.68771542286,17,807,110,543,281
"3","7",10,335.580490959698,6,930,137,615,321
"4","7",11,659.61973142183,0,916,84,635,281
"5","7",12,577.526473327493,9,812,67,558,263
"6","7",13,261.353905589587,5,923,73,616,312
"7","7",14,314.533627525733,4,987,77,702,289
"8","7",15,301.21851029633,13,807,96,584,236
"9","7",16,256.856615082142,4,884,61,607,281
"10","7",17,889.559645742799,0,924,153,674,250
"11","7",18,642.247449038049,8,816,76,517,307
"12","7",19,206.038712300241,3,997,95,662,338
"13","7",20,354.326176719143,9,852,129,570,291
"14","7",21,239.581528357906,0,891,123,604,287
"1","8",9,405.916898995992,0,973,109,772,201
"2","8",10,231.477631519015,15,822,54,597,240
"3","8",11,293.106965144858,0,930,104,719,211
"4","8",12,312.536409979967,0,916,69,704,212
"5","8",13,492.40860346703,0,812,94,652,160
"6","8",14,365.871277790208,4,927,62,678,253
"7","8",15,367.333546027731,7,994,102,804,197
"8","8",16,152.050683456952,0,807,41,625,182
"9","8",17,306.049494559512,0,884,101,708,176
"10","8",18,159.236475121147,0,924,38,712,212
"11","8",19,102.730699139292,4,820,58,575,249
"12","8",20,356.127805930198,0,997,89,751,246
"13","8",21,375.685833177403,4,856,39,609,251
"1","9",10,489.782485478823,0,973,68,840,133
"2","9",11,220.837865514866,0,822,100,697,125
"3","9",12,396.011203825527,8,938,36,755,191
"4","9",13,301.361478467457,0,916,65,769,147
"5","9",14,247.629321033115,0,812,44,696,116
"6","9",15,341.255245632469,12,939,64,742,209
"7","9",16,265.334619972125,13,1007,34,838,182
"8","9",17,218.025817712861,0,807,41,666,141
"9","9",18,354.000957946913,8,892,40,748,152
"10","9",19,263.818307959282,19,943,48,760,202
"11","9",20,156.50126330076,18,838,29,604,252
"12","9",21,648.025534731721,10,1007,79,830,187
"1","10",11,219.0016540743,11,984,74,914,81
"2","10",12,200.383630266325,7,829,63,760,76
"3","10",13,133.82771370033,6,944,107,862,88
"4","10",14,192.787008120941,2,918,38,807,113
"5","10",15,47.3299907231452,9,821,38,734,96
"6","10",16,114.62495884557,0,939,93,835,104
"7","10",17,350.765330954639,0,1007,78,916,91
"8","10",18,159.488218820183,0,807,49,715,92
"9","10",19,61.9455775486017,4,896,41,789,111
"10","10",20,128.159421335336,5,948,69,829,124
"11","10",21,186.571718784167,0,838,42,646,192
"1","11",12,209.11838906438,0,984,27,941,43
"2","11",13,173.104852294814,0,829,36,796,33
"3","11",14,169.432536139227,0,944,32,894,50
"4","11",15,66.6862764144543,0,918,32,839,79
"5","11",16,83.0203162679719,0,821,23,757,64
"6","11",17,98.8618409543412,0,939,58,893,46
"7","11",18,91.2595709435739,0,1007,55,971,36
"8","11",19,132.045395498722,0,807,38,753,54
"9","11",20,128.762805629722,0,896,38,827,69
"10","11",21,131.857646612618,0,948,38,867,81
"1","12",13,119.643180624395,8,992,17,958,42
"2","12",14,67.3330055500356,11,840,29,825,26
"3","12",15,112.162742663439,0,944,7,901,43
"4","12",16,155.922110512234,5,923,53,892,36
"5","12",17,24.471531368233,0,821,13,770,51
"6","12",18,97.6020446153862,0,939,12,905,34
"7","12",19,92.4827979543743,0,1007,13,984,23
"8","12",20,189.478300150832,0,807,20,773,34
"9","12",21,57.4296215731391,0,896,31,858,38
"1","13",14,143.802976573723,0,992,14,972,20
"2","13",15,63.4263250499625,0,840,2,827,13
"3","13",16,24.8491869537096,0,944,14,915,29
"4","13",17,140.857998858876,0,923,9,901,22
"5","13",18,79.0814570671203,4,825,17,787,42
"6","13",19,52.5251489893833,0,939,10,915,24
"7","13",20,139.420739592131,0,1007,16,1000,7
"8","13",21,202.174497664943,0,807,8,781,26
"1","14",15,17.3963635617129,0,992,0,972,20
"2","14",16,48.6183551226762,4,844,4,831,17
"3","14",17,70.8023276529461,0,944,2,917,27
"4","14",18,64.9135655118107,0,923,12,913,10
"5","14",19,14.2333602405848,2,827,18,805,24
"6","14",20,87.3185562590531,0,939,12,927,12
"7","14",21,72.6354242135756,5,1012,0,1000,17
"1","15",16,32.7499996537121,0,992,5,977,15
"2","15",17,22.4916376644902,0,844,5,836,8
"3","15",18,47.1715639197207,0,944,8,925,19
"4","15",19,3.2980576734726,0,923,1,914,9
"5","15",20,12.1386096095248,0,827,6,811,16
"6","15",21,33.8522488249799,0,939,2,929,10
"1","16",17,8.82683334151246,0,992,6,983,9
"2","16",18,4.27727016504584,0,844,4,840,4
"3","16",19,65.9073491877613,0,944,0,925,19
"4","16",20,23.07236893277,0,923,0,914,9
"5","16",21,74.7199233646026,0,827,12,823,4
"1","17",18,2.29344841643707,0,992,0,983,9
"2","17",19,26.5387916204694,0,844,4,844,0
"3","17",20,11.5212456696714,0,944,7,932,12
"4","17",21,1.8529136641069,0,923,9,923,0
"1","18",19,33.6287452131062,0,992,0,983,9
"2","18",20,94.8506722052095,0,844,0,844,0
"3","18",21,0,0,944,1,933,11
"1","19",20,2.72756928145328,0,992,4,987,5
"2","19",21,9.82932199909769,0,844,0,844,0
"1","20",21,4.48493596713189,0,992,5,992,0
