"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,15.6958830490732,549,549,39,39,1059
"2","1",3,10.7780719311054,521,521,12,12,1030
"3","1",4,17.2253871133743,613,613,47,47,1179
"4","1",5,23.2681401266038,598,598,36,36,1160
"5","1",6,9.57978542506336,524,524,45,45,1003
"6","1",7,43.8878551118553,690,690,42,42,1338
"7","1",8,12.9320484094926,563,563,48,48,1078
"8","1",9,4.66035921682008,531,531,7,7,1055
"9","1",10,10.312279286544,645,645,11,11,1279
"10","1",11,16.6047837191839,562,562,27,27,1097
"11","1",12,9.03372884368649,653,653,38,38,1268
"12","1",13,5.56922459801131,489,489,25,25,953
"13","1",14,12.4096564155821,522,522,35,35,1009
"14","1",15,10.8981563686515,570,570,18,18,1122
"15","1",16,22.1554016492624,707,707,57,57,1357
"16","1",17,17.1591205520749,584,584,26,26,1142
"17","1",18,81.6670337741678,603,603,37,37,1169
"18","1",19,147.279087654294,704,704,39,39,1369
"19","1",20,4.55301366825033,582,582,19,19,1145
"20","1",21,7.94438017553742,637,637,25,25,1249
"1","2",3,203.332799466293,188,737,78,117,808
"2","2",4,118.049248913453,166,687,64,76,777
"3","2",5,258.823323479737,179,792,149,196,775
"4","2",6,168.95976524877,115,713,51,87,741
"5","2",7,120.437958293486,216,740,71,116,840
"6","2",8,235.254335999535,165,855,107,149,871
"7","2",9,169.204778493312,173,736,66,114,795
"8","2",10,72.4067692074034,152,683,88,95,740
"9","2",11,361.001104396166,124,769,83,94,799
"10","2",12,88.7483616828574,194,756,86,113,837
"11","2",13,122.168049189869,140,793,111,149,784
"12","2",14,112.487782225965,134,623,97,122,635
"13","2",15,85.0974096020633,216,738,71,106,848
"14","2",16,130.416672606115,123,693,88,106,710
"15","2",17,335.726314247467,173,880,106,163,890
"16","2",18,114.675187189456,90,674,53,79,685
"17","2",19,128.346785995359,133,736,51,88,781
"18","2",20,106.903667433768,212,916,73,112,1016
"19","2",21,77.6855724391425,115,697,58,77,735
"1","3",4,440.384226837211,74,811,87,204,681
"2","3",5,171.353364077323,87,774,100,176,685
"3","3",6,445.865635691212,60,852,101,297,615
"4","3",7,148.944474524999,35,748,113,200,583
"5","3",8,303.505740851547,43,783,97,213,613
"6","3",9,271.482752165593,73,928,82,231,770
"7","3",10,231.40853099003,122,858,117,231,749
"8","3",11,153.437314273494,49,732,60,155,626
"9","3",12,231.784530179067,86,855,112,206,735
"10","3",13,281.993514072992,105,861,118,231,735
"11","3",14,351.173482860729,111,904,94,243,772
"12","3",15,261.201430963806,80,703,95,217,566
"13","3",16,298.023238407557,82,820,141,247,655
"14","3",17,189.580099628792,61,754,79,185,630
"15","3",18,475.677366287741,69,949,123,286,732
"16","3",19,219.032633674271,90,764,110,189,665
"17","3",20,210.971951683464,76,812,81,169,719
"18","3",21,568.680210110001,50,966,138,250,766
"1","4",5,350.662636102814,30,841,104,308,563
"2","4",6,246.635074306264,34,808,149,325,517
"3","4",7,312.490642074275,79,931,129,426,584
"4","4",8,292.307195470519,24,772,52,252,544
"5","4",9,197.543775804993,4,787,99,312,479
"6","4",10,237.913434867628,43,971,118,349,665
"7","4",11,248.769876433274,27,885,104,335,577
"8","4",12,209.418967364566,31,763,90,245,549
"9","4",13,257.286219500487,36,891,82,288,639
"10","4",14,313.532439900172,28,889,55,286,631
"11","4",15,244.3589221674,72,976,152,395,653
"12","4",16,333.902041610236,48,751,114,331,468
"13","4",17,353.916856269684,36,856,72,319,573
"14","4",18,306.28710423763,41,795,74,259,577
"15","4",19,468.488490606905,20,969,115,401,588
"16","4",20,327.872084187822,25,789,89,278,536
"17","4",21,191.340440519563,50,862,65,234,678
"1","5",6,228.862968155391,20,861,140,448,433
"2","5",7,504.309952511677,12,820,79,404,428
"3","5",8,315.238455360029,24,955,127,553,426
"4","5",9,492.190405042388,15,787,83,335,467
"5","5",10,214.723204176937,16,803,82,394,425
"6","5",11,418.340396343282,11,982,121,470,523
"7","5",12,555.784646951605,16,901,161,496,421
"8","5",13,273.361677742454,32,795,59,304,523
"9","5",14,325.088191973216,15,906,86,374,547
"10","5",15,318.336613966631,56,945,121,407,594
"11","5",16,605.92556975354,21,997,116,511,507
"12","5",17,611.280954580758,15,766,119,450,331
"13","5",18,358.61082243987,10,866,97,416,460
"14","5",19,414.853891683053,40,835,106,365,510
"15","5",20,436.831071816879,21,990,97,498,513
"16","5",21,220.570453819996,10,799,77,355,454
"1","6",7,600.69497228537,16,877,78,526,367
"2","6",8,299.13936166293,15,835,73,477,373
"3","6",9,258.697105678946,27,982,59,612,397
"4","6",10,149.020261479162,9,796,89,424,381
"5","6",11,293.37228993147,37,840,127,521,356
"6","6",12,306.889572277316,3,985,118,588,400
"7","6",13,366.00322937582,14,915,81,577,352
"8","6",14,155.457559070382,9,804,145,449,364
"9","6",15,227.104488252726,34,940,134,508,466
"10","6",16,260.611029064194,9,954,116,523,440
"11","6",17,565.0856175392,11,1008,134,645,374
"12","6",18,439.552669532374,18,784,89,539,263
"13","6",19,464.667205325029,22,888,104,520,390
"14","6",20,521.736280089432,8,843,66,431,420
"15","6",21,286.02933639849,20,1010,98,596,434
"1","7",8,356.443728318302,10,887,74,600,297
"2","7",9,156.289839610222,0,835,97,574,261
"3","7",10,232.20502109247,17,999,105,717,299
"4","7",11,309.082186371836,0,796,86,510,286
"5","7",12,294.544229929962,17,857,67,588,286
"6","7",13,640.032419461767,7,992,109,697,302
"7","7",14,305.303647965966,22,937,64,641,318
"8","7",15,131.34229203891,4,808,38,487,325
"9","7",16,381.987311580636,0,940,62,570,370
"10","7",17,285.657481707742,19,973,80,603,389
"11","7",18,432.168916213322,20,1028,103,748,300
"12","7",19,324.643032176795,0,784,69,608,176
"13","7",20,239.537841663584,5,893,74,594,304
"14","7",21,287.719866225704,6,849,55,486,369
"1","8",9,262.967842090309,0,887,95,695,192
"2","8",10,593.923123878267,9,844,74,648,205
"3","8",11,265.696356088306,4,1003,75,792,215
"4","8",12,240.390687904646,12,808,87,597,223
"5","8",13,117.239832446508,1,858,78,666,193
"6","8",14,126.481365467204,7,999,56,753,253
"7","8",15,193.190955129311,12,949,70,711,250
"8","8",16,295.787649530764,2,810,75,562,250
"9","8",17,286.312658280335,12,952,151,721,243
"10","8",18,265.07773302369,13,986,141,744,255
"11","8",19,227.998155911832,5,1033,60,808,230
"12","8",20,415.189467725958,0,784,16,624,160
"13","8",21,278.863109063964,4,897,93,687,214
"1","9",10,332.695290143138,10,897,70,765,142
"2","9",11,175.762432246003,0,844,56,704,140
"3","9",12,226.401534394591,0,1003,57,849,154
"4","9",13,232.543805785241,0,808,88,685,123
"5","9",14,335.568628787023,9,867,43,709,167
"6","9",15,242.48343375056,0,999,58,811,188
"7","9",16,126.383677616274,0,949,61,772,177
"8","9",17,247.197031923272,4,814,88,650,168
"9","9",18,409.739868336719,6,958,45,766,198
"10","9",19,252.526911023354,0,986,58,802,184
