"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,110.014733181895,724,724,66,66,1382
"2","1",3,9.09993005263278,660,660,33,33,1287
"3","1",4,14.649149150344,563,563,45,45,1081
"4","1",5,13.8320139231479,589,589,56,56,1122
"5","1",6,11.2502439952513,552,552,42,42,1062
"6","1",7,45.8546336899761,579,579,62,62,1096
"7","1",8,114.674441709376,750,750,48,48,1452
"8","1",9,29.2440129646955,732,732,42,42,1422
"9","1",10,59.4156238316694,562,562,34,34,1090
"10","1",11,18.6845970869981,582,582,28,28,1136
"11","1",12,14.4343594873118,529,529,21,21,1037
"12","1",13,39.7882097617129,596,596,38,38,1154
"13","1",14,30.5099013073308,597,597,16,16,1178
"14","1",15,9.40302390803376,527,527,11,11,1043
"15","1",16,76.1323068724752,707,707,52,52,1362
"16","1",17,15.5184691917455,588,588,51,51,1125
"17","1",18,134.239255604996,660,660,65,65,1255
"18","1",19,6.39510351136066,664,664,17,17,1311
"19","1",20,100.053526896865,505,505,48,48,962
"20","1",21,23.7968410497288,608,608,23,23,1193
"1","2",3,202.578667011417,199,923,106,172,950
"2","2",4,174.456151459567,110,770,91,124,756
"3","2",5,198.557546161838,163,726,77,122,767
"4","2",6,146.73408788881,163,752,65,121,794
"5","2",7,243.522959307576,135,687,65,107,715
"6","2",8,171.646122624526,214,793,54,116,891
"7","2",9,308.356537499603,218,968,108,156,1030
"8","2",10,237.709888150938,147,879,113,155,871
"9","2",11,115.46196181543,155,717,105,139,733
"10","2",12,188.091661442789,171,753,77,105,819
"11","2",13,112.137183251006,163,692,74,95,760
"12","2",14,109.740825494768,189,785,97,135,839
"13","2",15,118.18423861523,147,744,107,123,768
"14","2",16,86.0882621267209,128,655,95,106,677
"15","2",17,270.625938073616,115,822,69,121,816
"16","2",18,168.339890256117,125,713,74,125,713
"17","2",19,189.071506201491,180,840,104,169,851
"18","2",20,102.791641166756,195,859,66,83,971
"19","2",21,100.581254256661,139,644,43,91,692
"20","2",22,143.126438669647,136,744,137,160,720
"1","3",4,277.40923048149,90,1013,176,348,755
"2","3",5,497.138287472034,70,840,75,199,711
"3","3",6,201.658054602973,75,801,66,188,688
"4","3",7,196.80393813474,67,819,69,190,696
"5","3",8,247.095375725313,50,737,106,213,574
"6","3",9,207.247201041855,72,865,88,204,733
"7","3",10,539.802008435191,89,1057,174,330,816
"8","3",11,268.667667487891,57,936,125,280,713
"9","3",12,163.955069529353,77,794,92,231,640
"10","3",13,212.183882463234,84,837,119,224,697
"11","3",14,424.36281934125,51,743,70,165,629
"12","3",15,396.325746861212,41,826,89,224,643
"13","3",16,237.547982231072,86,830,149,272,644
"14","3",17,225.023317734777,85,740,76,182,643
"15","3",18,318.060411297098,83,905,92,213,775
"16","3",19,398.398564126505,71,784,104,229,626
"17","3",20,583.948526551881,82,922,91,260,744
"18","3",21,182.80031639762,109,968,83,166,911
"19","3",22,387.853753168777,62,706,123,214,554
"20","3",23,280.673867160748,109,853,138,298,664
"1","4",5,565.559211898619,18,1031,78,426,623
"2","4",6,287.191333733717,34,874,95,294,614
"3","4",7,305.815073767943,35,836,150,338,533
"4","4",8,293.718651455687,52,871,130,320,603
"5","4",9,194.553603111852,41,778,86,299,520
"6","4",10,228.447128642527,52,917,111,315,654
"7","4",11,336.596320541113,65,1122,148,478,709
"8","4",12,302.179205132636,9,945,129,409,545
"9","4",13,251.325412506196,68,862,70,301,629
"10","4",14,320.404758380012,37,874,75,299,612
"11","4",15,302.415448109496,45,788,103,268,565
"12","4",16,246.558019155158,50,876,125,349,577
"13","4",17,279.463746698478,47,877,84,356,568
"14","4",18,427.14038188491,24,764,96,278,510
"15","4",19,198.970699186795,28,933,54,267,694
"16","4",20,200.945921764361,47,831,68,297,581
"17","4",21,406.944884640537,53,975,155,415,613
"18","4",22,307.316099047597,56,1024,190,356,724
"19","4",23,347.689388811403,27,733,92,306,454
"20","4",24,428.676628259394,42,895,112,410,527
"1","5",6,541.157644722026,2,1033,126,552,483
"2","5",7,484.918340533128,22,896,118,412,506
"3","5",8,424.494221928092,41,877,103,441,477
"4","5",9,299.104520887378,28,899,152,472,455
"5","5",10,355.166661563889,4,782,108,407,379
"6","5",11,396.27130644239,20,937,115,430,527
"7","5",12,282.303115460454,37,1159,112,590,606
"8","5",13,283.874937049511,27,972,144,553,446
"9","5",14,126.819369473393,15,877,92,393,499
"10","5",15,235.033074961558,12,886,85,384,514
"11","5",16,212.32105842046,47,835,71,339,543
"12","5",17,468.447545627546,10,886,95,444,452
"13","5",18,457.828289794316,13,890,94,450,453
"14","5",19,264.857045853941,20,784,82,360,444
"15","5",20,299.512500662887,27,960,105,372,615
"16","5",21,372.873288148563,24,855,129,426,453
"17","5",22,273.743029697706,8,983,90,505,486
"18","5",23,442.165008878951,51,1075,139,495,631
"19","5",24,299.972287803389,19,752,49,355,416
"20","5",25,349.896670711841,39,934,131,541,432
"1","6",7,602.953243284308,4,1037,103,655,386
"2","6",8,564.308019089264,3,899,127,539,363
"3","6",9,354.931010923384,21,898,106,547,372
"4","6",10,525.540837996918,23,922,84,556,389
"5","6",11,153.53600351031,9,791,60,467,333
"6","6",12,562.602021409044,24,961,123,553,432
"7","6",13,396.400357558223,15,1174,151,741,448
"8","6",14,908.301244924434,14,986,53,606,394
"9","6",15,532.036699003831,0,877,108,501,376
"10","6",16,174.88880505019,6,892,64,448,450
"11","6",17,176.8823120098,16,851,85,424,443
"12","6",18,394.661761465193,20,906,77,521,405
"13","6",19,321.716345362797,20,910,99,549,381
"14","6",20,146.796909544942,2,786,74,434,354
"15","6",21,247.219952308151,19,979,98,470,528
"16","6",22,445.951545931592,0,855,112,538,317
"17","6",23,434.525828111194,8,991,122,627,372
"18","6",24,807.800283418059,19,1094,139,634,479
"19","6",25,203.169518699217,7,759,120,475,291
"20","6",26,411.168144205101,27,961,93,634,354
"1","7",8,213.868519021867,7,1044,95,750,301
"2","7",9,334.693729806936,19,918,100,639,298
"3","7",10,212.367506632081,6,904,104,651,259
"4","7",11,211.407485195037,4,926,38,594,336
"5","7",12,286.505726393207,14,805,114,581,238
"6","7",13,151.352997179432,35,996,106,659,372
"7","7",14,424.185538791527,13,1187,140,881,319
"8","7",15,237.124265188283,0,986,97,703,283
"9","7",16,443.931467162301,7,884,77,578,313
"10","7",17,208.296187286535,0,892,112,560,332
"11","7",18,378.979003762927,8,859,76,500,367
"12","7",19,453.855367269921,22,928,107,628,322
"13","7",20,206.472623253015,0,910,67,616,294
"14","7",21,264.717993467081,5,791,90,524,272
"15","7",22,434.641155051447,19,998,143,613,404
"16","7",23,307.524620723415,0,855,70,608,247
"17","7",24,439.638662598251,19,1010,100,727,302
"18","7",25,520.166830039596,0,1094,150,784,310
"19","7",26,227.546486525,11,770,75,550,231
"20","7",27,580.366618697479,13,974,79,713,274
"1","8",9,611.634165520146,5,1049,81,831,223
"2","8",10,240.490270945248,12,930,82,721,221
"3","8",11,358.705264038166,6,910,38,689,227
"4","8",12,132.628562612699,0,926,53,647,279
"5","8",13,182.847459068845,5,810,44,625,190
"6","8",14,266.035896880349,5,1001,85,744,262
"7","8",15,421.915479785764,9,1196,81,962,243
"8","8",16,422.504444009658,0,986,62,765,221
"9","8",17,204.414517391384,4,888,81,659,233
"10","8",18,454.07383431919,0,892,130,690,202
"11","8",19,379.304324615287,2,861,61,561,302
"12","8",20,256.661357958089,0,928,75,703,225
"13","8",21,314.679278628248,0,910,59,675,235
"14","8",22,647.560726266934,0,791,73,597,194
"15","8",23,224.792406225549,12,1010,80,693,329
"16","8",24,385.239458243998,9,864,79,687,186
"17","8",25,395.213777425824,5,1015,39,766,254
"18","8",26,320.784640583772,5,1099,64,848,256
"19","8",27,554.73761178111,0,770,89,639,131
"20","8",28,408.813382754892,5,979,54,767,217
"1","9",10,226.799922086478,6,1055,67,898,163
"2","9",11,101.046298594021,0,930,73,794,136
"3","9",12,215.493923704738,4,914,56,745,173
"4","9",13,243.148744833693,0,926,86,733,193
"5","9",14,213.909112518087,0,810,48,673,137
"6","9",15,301.057118245542,0,1001,50,794,207
"7","9",16,412.236940619602,11,1207,71,1033,185
"8","9",17,370.51048803814,14,1000,61,826,188
"9","9",18,370.896877452915,0,888,61,720,168
"10","9",19,234.410751302632,0,892,40,730,162
"11","9",20,335.812585289203,0,861,105,666,195
"12","9",21,358.324764394207,0,928,54,757,171
"13","9",22,172.665768094997,6,916,63,738,184
"14","9",23,136.467907167143,4,795,38,635,164
"15","9",24,336.804568233573,0,1010,57,750,260
"16","9",25,360.955545881961,11,875,99,786,100
