"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,10.3986650638132,547,547,60,60,1034
"2","1",3,17.2208826135067,643,643,41,41,1245
"3","1",4,11.8661252615713,595,595,36,36,1154
"4","1",5,20.7361231991264,644,644,83,83,1205
"5","1",6,7.54564310881255,690,690,11,11,1369
"6","1",7,6.81289222205281,593,593,46,46,1140
"7","1",8,51.4768276161506,680,680,39,39,1321
"8","1",9,8.773864309159,593,593,19,19,1167
"9","1",10,15.1179818825425,672,672,15,15,1329
"10","1",11,11.0050784659497,601,601,36,36,1166
"11","1",12,24.8469721017074,580,580,41,41,1119
"12","1",13,21.6181708151383,560,560,28,28,1092
"13","1",14,15.3741776586938,545,545,21,21,1069
"14","1",15,12.3720126941432,611,611,26,26,1196
"15","1",16,18.1430196375174,663,663,14,14,1312
"16","1",17,40.9367948935643,538,538,54,54,1022
"17","1",18,7.62260370120285,634,634,45,45,1223
"18","1",19,10.6074596746313,683,683,25,25,1341
"19","1",20,9.22454928557459,629,629,30,30,1228
"20","1",21,72.1794029613937,578,578,36,36,1120
"1","2",3,194.188934256654,163,710,73,133,740
"2","2",4,236.690481100631,171,814,64,105,880
"3","2",5,58.9214069678396,191,786,66,102,875
"4","2",6,261.714578490167,144,788,115,198,734
"5","2",7,74.2794821441655,160,850,59,70,940
"6","2",8,195.217694548864,158,751,64,110,799
"7","2",9,97.4235004013927,185,865,71,110,940
"8","2",10,126.92251865005,100,693,56,75,718
"9","2",11,218.165836226762,115,787,53,68,834
"10","2",12,356.254798290534,114,715,48,84,745
"11","2",13,106.336607596919,134,714,97,138,710
"12","2",14,178.005908525783,182,742,89,117,807
"13","2",15,88.0066712066132,161,706,77,98,769
"14","2",16,74.8005601491455,114,725,43,69,770
"15","2",17,151.689845811185,72,735,81,95,712
"16","2",18,287.019397385425,115,653,69,123,645
"17","2",19,187.278299395314,154,788,57,102,840
"18","2",20,184.057094654536,136,819,41,66,889
"19","2",21,244.662121972479,189,818,62,92,915
"1","3",4,187.886719276663,36,746,63,196,586
"2","3",5,198.390600806175,58,872,100,205,725
"3","3",6,126.596308776092,86,872,85,187,771
"4","3",7,337.968990451296,94,882,111,309,667
"5","3",8,254.942217438997,79,929,124,194,814
"6","3",9,200.511959718496,89,840,128,238,691
"7","3",10,211.349486967063,100,965,153,263,802
"8","3",11,211.595193757802,24,717,104,179,562
"9","3",12,380.339807136003,66,853,116,184,735
"10","3",13,188.16642423711,55,770,97,181,644
"11","3",14,192.549570642763,59,773,102,240,592
"12","3",15,294.292598879726,81,823,129,246,658
"13","3",16,232.675395045669,100,806,88,186,720
"14","3",17,182.56926078786,38,763,53,122,679
"15","3",18,343.732700396131,39,774,120,215,598
"16","3",19,322.919761931661,64,717,87,210,571
"17","3",20,250.385915695525,131,919,105,207,843
"18","3",21,288.452549544145,52,871,138,204,719
"1","4",5,448.539617084898,31,777,97,293,515
"2","4",6,489.804227063629,26,898,159,364,560
"3","4",7,216.776559806696,54,926,133,320,660
"4","4",8,273.29059633104,22,904,111,420,506
"5","4",9,272.142154287011,64,993,84,278,779
"6","4",10,255.699874331247,55,895,79,317,633
"7","4",11,393.755925707799,36,1001,127,390,647
"8","4",12,303.10557214425,35,752,64,243,544
"9","4",13,371.363322534202,35,888,75,259,664
"10","4",14,471.371989622923,50,820,86,267,603
"11","4",15,341.254731722568,51,824,115,355,520
"12","4",16,265.764652334095,43,866,104,350,559
"13","4",17,217.972626158059,9,815,107,293,531
"14","4",18,347.411525903239,52,815,97,219,648
"15","4",19,1222.99259026328,41,815,104,319,537
"16","4",20,454.599729016493,16,733,71,281,468
"17","4",21,319.952299101914,37,956,76,283,710
"1","5",6,243.937031955677,17,794,115,408,403
"2","5",7,182.032883210649,22,920,94,458,484
"3","5",8,354.938668598772,10,936,149,469,477
"4","5",9,552.970134049963,48,952,70,490,510
"5","5",10,188.282013025614,9,1002,119,397,614
"6","5",11,431.076746382308,41,936,117,434,543
"7","5",12,460.495720372914,26,1027,93,483,570
"8","5",13,246.216193556118,23,775,108,351,447
"9","5",14,371.998123012951,20,908,99,358,570
"10","5",15,214.654719624942,19,839,91,358,500
"11","5",16,474.173606586532,24,848,55,410,462
"12","5",17,301.573354095926,30,896,119,469,457
"13","5",18,733.012960896382,31,846,104,397,480
"14","5",19,307.866716347407,27,842,88,307,562
"15","5",20,627.412088053776,15,830,122,441,404
"16","5",21,577.621239656802,14,747,91,372,389
"1","6",7,565.219220334394,0,794,110,518,276
"2","6",8,381.658848518615,21,941,89,547,415
"3","6",9,400.579056059391,21,957,140,609,369
"4","6",10,264.885575999548,32,984,72,562,454
"5","6",11,551.028293303762,0,1002,144,541,461
"6","6",12,371.326658912461,9,945,108,542,412
"7","6",13,448.518114225413,11,1038,128,611,438
"8","6",14,504.417458950766,0,775,90,441,334
"9","6",15,196.23900516929,11,919,84,442,488
"10","6",16,478.440161414099,13,852,108,466,399
"11","6",17,221.638336702281,0,848,71,481,367
"12","6",18,547.614240865189,20,916,145,614,322
"13","6",19,401.057374739255,4,850,116,513,341
"14","6",20,142.689470589343,9,851,41,348,512
"15","6",21,142.375921394026,5,835,83,524,316
"1","7",8,297.052939406322,13,807,69,587,233
"2","7",9,451.955718397258,0,941,93,640,301
"3","7",10,401.824588808499,4,961,85,694,271
"4","7",11,210.984885831996,21,1005,142,704,322
"5","7",12,510.628956695492,1,1003,104,645,359
"6","7",13,707.338210893141,9,954,94,636,327
"7","7",14,598.547829035582,7,1045,131,742,310
"8","7",15,159.755453353553,1,776,65,506,271
"9","7",16,452.023961523292,2,921,148,590,333
"10","7",17,293.401927034525,0,852,45,511,341
"11","7",18,233.840329098097,21,869,60,541,349
"12","7",19,599.404230797484,29,945,71,685,289
"13","7",20,646.854165784042,16,866,86,599,283
"14","7",21,264.61608806518,2,853,150,498,357
"1","8",9,302.168251923444,0,807,71,658,149
"2","8",10,177.456939589312,4,945,53,693,256
"3","8",11,366.020161174745,0,961,72,766,195
"4","8",12,563.904003921089,0,1005,93,797,208
"5","8",13,180.045347969259,1,1004,100,745,260
"6","8",14,197.156285258976,5,959,67,703,261
"7","8",15,404.221326689613,5,1050,60,802,253
"8","8",16,226.195066356886,26,802,57,563,265
"9","8",17,202.54093063461,0,921,62,652,269
"10","8",18,269.428864612434,0,852,120,631,221
"11","8",19,576.095537867224,0,869,114,655,214
"12","8",20,480.400859422604,16,961,72,757,220
"13","8",21,368.994762460293,13,879,67,666,226
"1","9",10,149.448637029839,0,807,26,684,123
"2","9",11,88.7578744859629,6,951,67,760,197
"3","9",12,274.705422105032,0,961,60,826,135
"4","9",13,146.614265674233,0,1005,53,850,155
"5","9",14,435.616615779168,0,1004,72,817,187
"6","9",15,205.707338227293,11,970,74,777,204
"7","9",16,375.209582247336,0,1050,35,837,213
"8","9",17,207.598079382103,0,802,53,616,186
"9","9",18,140.779753285726,5,926,104,756,175
"10","9",19,308.531948367563,7,859,59,690,176
"11","9",20,337.904390344591,0,869,52,707,162
"12","9",21,191.941303249321,0,961,37,794,167
"1","10",11,127.601281127694,0,807,44,728,79
"2","10",12,80.3984606008089,0,951,43,803,148
"3","10",13,112.70736393297,2,963,15,841,124
"4","10",14,123.560097236759,0,1005,42,892,113
"5","10",15,359.126721854906,0,1004,78,895,109
"6","10",16,102.439264288193,0,970,40,817,153
"7","10",17,230.86774765948,0,1050,56,893,157
"8","10",18,99.8096490455501,2,804,45,661,145
"9","10",19,321.386787942452,0,926,30,786,140
"10","10",20,131.214231077241,6,865,31,721,150
"11","10",21,174.551582059952,0,869,67,774,95
"1","11",12,161.477357442036,0,807,28,756,51
"2","11",13,114.083162530812,0,951,43,846,105
"3","11",14,114.261173475442,0,963,27,868,95
"4","11",15,276.039368843181,0,1005,28,920,85
"5","11",16,284.558114017146,0,1004,35,930,74
"6","11",17,205.062829740394,0,970,39,856,114
"7","11",18,87.9467642963598,0,1050,37,930,120
"8","11",19,157.991380831591,0,804,86,747,57
"9","11",20,341.919432310388,0,926,44,830,96
"10","11",21,126.746410531388,0,865,26,747,118
"1","12",13,39.8929920644632,0,807,20,776,31
"2","12",14,68.2631858077258,4,955,12,858,101
"3","12",15,125.728073458868,4,967,45,913,58
"4","12",16,97.9506384801774,0,1005,21,941,64
"5","12",17,85.0747190702176,8,1012,17,947,73
"6","12",18,89.5842294101424,4,974,65,921,57
"7","12",19,69.8166967981294,0,1050,39,969,81
"8","12",20,266.450058291857,6,810,8,755,61
"9","12",21,81.9594491180235,0,926,11,841,85
"1","13",14,5.76374697519834,0,807,15,791,16
"2","13",15,148.665793723755,0,955,40,898,57
"3","13",16,314.668350925935,0,967,13,926,41
"4","13",17,28.383152703456,0,1005,22,963,42
"5","13",18,150.168464805523,0,1012,24,971,41
"6","13",19,110.194035036045,4,978,13,934,48
"7","13",20,97.9789192629083,0,1050,36,1005,45
"8","13",21,149.846910836694,0,810,13,768,42
"1","14",15,117.213756354186,0,807,0,791,16
"2","14",16,54.5083920009843,0,955,17,915,40
"3","14",17,54.2871338218332,0,967,27,953,14
"4","14",18,63.0120565334752,0,1005,14,977,28
"5","14",19,70.0356351587919,0,1012,21,992,20
"6","14",20,36.2153234826009,0,978,22,956,22
"7","14",21,59.3152278670553,0,1050,12,1017,33
"1","15",16,39.5738214130453,0,807,0,791,16
"2","15",17,48.9416578191239,4,959,29,944,19
"3","15",18,20.6812701158334,0,967,0,953,14
"4","15",19,5.49768387145521,0,1005,2,979,26
"5","15",20,5.1290576572748,0,1012,5,997,15
"6","15",21,100.033144604571,13,991,6,962,42
"1","16",17,16.4411084449507,0,807,4,795,12
"2","16",18,4.26359639712725,0,959,2,946,13
"3","16",19,6.69929653801536,0,967,5,958,9
"4","16",20,30.0067515193857,0,1005,0,979,26
"5","16",21,41.0919352400598,0,1012,5,1002,10
"1","17",18,0,0,807,6,801,6
"2","17",19,9.8026604820311,0,959,1,947,12
"3","17",20,0,0,967,0,958,9
"4","17",21,22.9208578527686,0,1005,0,979,26
"1","18",19,17.6828674133871,0,807,6,807,0
"2","18",20,32.5079581796978,0,959,6,953,6
"3","18",21,0,0,967,0,958,9
"1","19",20,0,0,807,0,807,0
"2","19",21,21.4265024000219,0,959,0,953,6
"1","20",21,2.26157376405977,0,807,0,807,0
