"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,0.789547630898425,221,221,5,5,437
"2","1",3,0,208,208,2,2,414
"3","1",4,0.301741589460872,269,269,8,8,530
"4","1",5,8.13873641517278,259,259,13,13,505
"5","1",6,0.0412026268456298,208,208,2,2,414
"6","1",7,0.523828216750842,227,227,7,7,447
"7","1",8,0,194,194,0,0,388
"8","1",9,1.64807669477264,309,309,0,0,618
"9","1",10,2.86100445435,214,214,0,0,428
"10","1",11,2.57011868416489,247,247,2,2,492
"11","1",12,0,217,217,4,4,430
"12","1",13,0.756650508069546,217,217,19,19,415
"13","1",14,2.82475292631792,297,297,11,11,583
"14","1",15,1.91427120420697,236,236,0,0,472
"15","1",16,3.79658955505466,293,293,21,21,565
"16","1",17,0.324283697823257,201,201,4,4,398
"17","1",18,0,202,202,5,5,399
"18","1",19,3.13999113899367,224,224,6,6,442
"19","1",20,0.300180856545277,180,180,0,0,360
"20","1",21,0,207,207,18,18,396
"21","1",22,3.64116945677491,214,214,0,0,428
"22","1",23,0,247,247,0,0,494
"23","1",24,0.407035764747209,276,276,2,2,550
"24","1",25,0.496735064497634,235,235,0,0,470
"25","1",26,2.57310256117984,237,237,0,0,474
"26","1",27,3.69845204897832,252,252,0,0,504
"27","1",28,5.95851044856661,221,221,12,12,430
"28","1",29,0.872704799111531,209,209,4,4,414
"29","1",30,0,201,201,6,6,396
"30","1",31,0.446655450982717,224,224,0,0,448
"31","1",32,3.0345816072273,235,235,8,8,462
"32","1",33,1.0808650347752,282,282,0,0,564
"33","1",34,0,209,209,4,4,414
"34","1",35,3.28783338822174,260,260,8,8,512
"35","1",36,3.02284951383078,239,239,16,16,462
"36","1",37,0.324232530020051,241,241,7,7,475
"37","1",38,7.45288477441078,189,189,8,8,370
"38","1",39,1.13393843914274,237,237,5,5,469
"39","1",40,0,161,161,0,0,322
"40","1",41,1.14703993500426,212,212,5,5,419
"1","2",3,3.99488546675898,88,309,18,23,374
"2","2",4,5.08125253170841,70,278,20,22,326
"3","2",5,40.6415391007139,84,353,16,24,413
"4","2",6,8.11741206517853,89,348,17,30,407
"5","2",7,7.93846995589811,91,299,4,6,384
"6","2",8,10.2045987458706,77,304,9,16,365
"7","2",9,2.81463284639875,87,281,4,4,364
"8","2",10,35.5080585895618,70,379,24,24,425
"9","2",11,49.6337423409869,74,288,19,19,343
"10","2",12,54.2974594980033,84,331,30,32,383
"11","2",13,6.18285593597518,51,268,12,16,303
"12","2",14,11.4581578954563,64,281,7,26,319
"13","2",15,27.6065680182651,56,353,33,44,365
"14","2",16,14.7240863936931,91,327,9,9,409
"15","2",17,88.8691277335696,78,371,9,30,419
"16","2",18,13.8375149500921,77,278,20,24,331
"17","2",19,3.48716569367484,59,261,11,16,304
"18","2",20,14.2435827526864,50,274,0,6,318
"19","2",21,10.8403653057192,101,281,0,0,382
