"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,0,227,227,9,9,445
"2","1",3,0.168528360034882,221,221,0,0,442
"3","1",4,1.84624109694666,247,247,9,9,485
"4","1",5,17.4010278662475,319,319,22,22,616
"5","1",6,0,173,173,0,0,346
"6","1",7,2.09144437419834,215,215,15,15,415
"7","1",8,0.218331098595778,216,216,8,8,424
"8","1",9,1.2692002743052,189,189,7,7,371
"9","1",10,7.64222599310802,274,274,18,18,530
"10","1",11,0.521748524741252,232,232,17,17,447
"11","1",12,1.1067779361322,342,342,0,0,684
"12","1",13,2.63835403592155,189,189,5,5,373
"13","1",14,0.365266826935077,247,247,17,17,477
"14","1",15,8.03059384095918,246,246,0,0,492
"15","1",16,0,278,278,4,4,552
"16","1",17,0.498570400589111,226,226,6,6,446
"17","1",18,1.08158658991978,278,278,0,0,556
"18","1",19,0.255896978372032,165,165,13,13,317
"19","1",20,0,309,309,0,0,618
"20","1",21,37.8735192940694,227,227,9,9,445
"21","1",22,1.31004119581717,226,226,31,31,421
"22","1",23,16.3226343467108,202,202,26,26,378
"23","1",24,0,204,204,11,11,397
"24","1",25,0,203,203,4,4,402
"25","1",26,0,176,176,11,11,341
"26","1",27,11.4600891898981,218,218,9,9,427
"27","1",28,1.77393472103869,185,185,0,0,370
"28","1",29,4.56332216278956,211,211,0,0,422
"29","1",30,1.17019144493947,232,232,0,0,464
"30","1",31,0.392234981463087,261,261,1,1,521
"31","1",32,2.23239685628602,243,243,0,0,486
"32","1",33,2.97405983683559,286,286,0,0,572
"33","1",34,0,248,248,17,17,479
"34","1",35,0.181550475248455,208,208,5,5,411
"35","1",36,1.39905255516989,138,138,19,19,257
"36","1",37,0.561731939788196,287,287,7,7,567
"37","1",38,0,168,168,0,0,336
"38","1",39,0.420840682528325,168,168,4,4,332
"39","1",40,1.66728380328868,280,280,0,0,560
"40","1",41,2.81371791992345,244,244,0,0,488
"1","2",3,6.93085761983501,44,271,6,15,300
"2","2",4,7.32448489581261,95,316,14,14,397
"3","2",5,22.5534087431519,94,341,0,9,426
"4","2",6,13.6679787012975,82,401,18,40,443
"5","2",7,7.75724151870764,89,262,4,4,347
"6","2",8,30.7620204262487,59,274,7,22,311
"7","2",9,10.9712051139973,95,311,3,11,395
"8","2",10,45.4972326435952,71,260,3,10,321
"9","2",11,97.1584059948425,77,351,13,31,397
"10","2",12,8.78869295603179,91,323,12,29,385
"11","2",13,10.212527337066,54,396,5,5,445
"12","2",14,34.3801700401716,89,278,12,17,350
"13","2",15,7.28724861257325,79,326,1,18,387
"14","2",16,19.0967308750639,75,321,0,0,396
"15","2",17,9.06558668792254,93,371,25,29,435
"16","2",18,5.57250517569757,119,345,8,14,450
"17","2",19,10.1804087794388,62,340,8,8,394
"18","2",20,8.69140341178788,48,213,4,17,244
"19","2",21,10.0549296256428,80,389,9,9,460
"20","2",22,23.4979515980052,107,334,13,22,419
"21","2",23,56.8276254413679,59,285,36,67,277
"22","2",24,13.0877881795425,61,263,5,31,293
"23","2",25,31.0472376631853,83,287,11,22,348
"24","2",26,14.5117717756563,77,280,8,12,345
"25","2",27,7.12146554215429,43,219,17,28,234
"26","2",28,9.39187052252516,122,340,7,16,446
"27","2",29,182.483551204998,41,226,15,15,252
"28","2",30,76.0021131012305,78,289,8,8,359
"29","2",31,10.5827907315123,89,321,10,10,400
"30","2",32,12.2263537692497,76,337,8,9,404
"31","2",33,10.2764744062402,68,311,17,17,362
"32","2",34,19.8230895928174,97,383,29,29,451
"33","2",35,4.46257599574326,52,300,6,23,329
"34","2",36,31.1393644550801,55,263,0,5,313
"35","2",37,11.3607808246021,66,204,8,27,243
"36","2",38,13.9317969653237,48,335,0,7,376
"37","2",39,7.57968229766019,74,242,12,12,304
"38","2",40,9.13502526349348,41,209,3,7,243
"39","2",41,18.9228486421796,99,379,15,15,463
"1","3",4,19.7450208549715,30,301,30,45,286
"2","3",5,24.4785026868922,49,365,25,39,375
"3","3",6,20.290243092682,43,384,21,30,397
"4","3",7,50.0625112977974,54,455,25,65,444
"5","3",8,76.6314514210525,71,333,15,19,385
"6","3",9,33.9368762737528,58,332,5,27,363
"7","3",10,22.016437681638,38,349,0,11,376
"8","3",11,8.29927884569908,44,304,9,19,329
"9","3",12,20.4172855148522,33,384,5,36,381
"10","3",13,27.7380988349234,35,358,26,55,338
"11","3",14,18.3947871296544,44,440,29,34,450
"12","3",15,19.4616945636749,30,308,13,30,308
"13","3",16,25.0041822110005,38,364,17,35,367
"14","3",17,213.903240961981,32,353,34,34,351
"15","3",18,85.9936533591116,37,408,4,33,412
"16","3",19,22.270894479231,45,390,21,35,400
"17","3",20,32.3240691796188,43,383,24,32,394
"18","3",21,53.1605011850942,39,252,9,26,265
"19","3",22,37.0535583297138,13,402,7,16,399
"20","3",23,50.1623254055768,27,361,20,42,346
"21","3",24,30.3399089981299,43,328,38,105,266
"22","3",25,34.7732097555516,50,313,5,36,327
"23","3",26,67.4657126380281,25,312,8,30,307
"24","3",27,29.6683078061218,60,340,23,35,365
"25","3",28,12.6641872089485,47,266,8,36,277
"26","3",29,22.8366342313646,36,376,46,62,350
"27","3",30,46.070117317217,30,256,20,35,251
"28","3",31,29.6385482594123,61,350,14,22,389
"29","3",32,61.5077916511066,57,378,24,34,401
"30","3",33,18.088242296176,26,363,13,22,367
"31","3",34,39.6670872578408,36,347,30,47,336
"32","3",35,51.9649797852031,51,434,17,46,439
"33","3",36,52.5464184443949,56,356,12,35,377
"34","3",37,15.462473058927,51,314,6,11,354
"35","3",38,40.7132469036551,93,297,14,41,349
"36","3",39,31.5416391874279,64,399,39,46,417
"37","3",40,30.1364541374789,52,294,5,17,329
"38","3",41,14.4257510843311,45,254,7,14,285
"1","4",5,25.0309561004127,32,333,22,67,298
"2","4",6,54.7535611033143,28,393,52,91,330
"3","4",7,43.0979125262165,17,401,52,82,336
"4","4",8,81.2261486936016,37,492,4,69,460
"5","4",9,20.1878895522582,25,358,5,24,359
"6","4",10,59.2980032766565,40,372,4,31,381
"7","4",11,33.890281489252,32,381,51,62,351
"8","4",12,46.891116491248,25,329,35,54,300
"9","4",13,37.9981887503843,43,427,18,54,416
"10","4",14,45.3384486324954,19,377,9,64,332
"11","4",15,33.2875156119473,47,487,18,52,482
"12","4",16,90.2189042152214,54,362,17,47,369
"13","4",17,29.1911587096307,3,367,14,49,321
"14","4",18,65.5981332529783,4,357,0,34,327
"15","4",19,35.5539967074697,31,439,14,47,423
"16","4",20,33.6121210766663,12,402,19,54,360
"17","4",21,37.6004223026506,24,407,27,59,372
"18","4",22,34.951574342835,40,292,27,53,279
"19","4",23,239.083197650962,36,438,18,34,440
"20","4",24,36.2828531711926,20,381,35,77,324
"21","4",25,163.545035127134,25,353,22,127,251
"22","4",26,28.1179076268403,14,327,6,42,299
"23","4",27,23.5886669070423,30,342,16,46,326
"24","4",28,45.9485071589539,47,387,46,81,353
"25","4",29,60.6475363872505,17,283,18,54,246
"26","4",30,84.1400406908398,25,401,40,102,324
"27","4",31,82.9612916320952,21,277,26,61,237
"28","4",32,64.0789145403097,14,364,18,40,338
"29","4",33,53.182495926189,39,417,13,47,409
"30","4",34,103.552206777918,21,384,11,33,372
"31","4",35,75.1460431037563,29,376,22,69,336
"32","4",36,162.446650904146,8,442,38,84,366
"33","4",37,31.2794869508586,41,397,22,57,381
"34","4",38,15.3580210188772,77,391,4,15,453
"35","4",39,71.3989201905796,29,326,34,75,280
"36","4",40,90.5570300315743,16,415,12,58,373
"37","4",41,16.7481605404597,26,320,5,22,324
"1","5",6,55.0533590022229,21,354,17,84,291
"2","5",7,32.1325762753605,29,422,38,129,322
"3","5",8,35.5729886429769,5,406,4,86,325
"4","5",9,127.472230901582,25,517,14,83,459
"5","5",10,38.7397071752552,19,377,34,58,338
"6","5",11,23.8688863082584,29,401,45,76,354
"7","5",12,64.4606761216764,10,391,28,90,311
"8","5",13,113.855735556454,1,330,7,61,270
"9","5",14,27.017834065858,25,452,18,72,405
"10","5",15,22.2398449916594,19,396,41,105,310
"11","5",16,63.317022752784,11,498,2,54,455
"12","5",17,41.7515887688907,30,392,22,69,353
"13","5",18,73.5910132910291,4,371,4,53,322
"14","5",19,46.2207629860493,19,376,24,58,337
"15","5",20,175.09585340571,18,457,31,78,397
"16","5",21,56.8294808694357,14,416,32,86,344
"17","5",22,84.3201943909757,37,444,34,93,388
"18","5",23,63.6117023110229,24,316,19,72,268
"19","5",24,74.7969296574075,24,462,41,75,411
"20","5",25,41.3804694370679,45,426,22,99,372
"21","5",26,17.0358820995582,28,381,24,151,258
"22","5",27,22.2581646716798,6,333,20,62,277
"23","5",28,56.5972382470996,15,357,18,64,308
"24","5",29,121.579054861552,38,425,14,95,368
"25","5",30,52.6716646133998,27,310,8,62,275
"26","5",31,107.221648732598,18,419,33,135,302
"27","5",32,24.7040307162157,25,302,45,106,221
"28","5",33,44.3311169044132,44,408,23,63,389
"29","5",34,60.6652997914643,16,433,34,81,368
"30","5",35,19.5021960168132,24,408,23,56,376
"31","5",36,43.8096755871509,10,386,4,73,323
"32","5",37,79.8575384879364,11,453,20,104,360
"33","5",38,72.5724342793427,12,409,19,76,345
"34","5",39,38.4591333788108,28,419,23,38,409
"35","5",40,101.547844705026,21,347,23,98,270
"36","5",41,107.056309779128,21,436,46,104,353
"1","6",7,55.0354355257274,11,365,53,137,239
"2","6",8,110.908542574074,26,448,23,152,322
"3","6",9,63.3783536676106,4,410,36,122,292
"4","6",10,106.386932007091,36,553,66,149,440
"5","6",11,84.3566782549779,9,386,5,63,332
"6","6",12,61.1290908300829,0,401,43,119,282
"7","6",13,30.0840319926377,10,401,18,108,303
"8","6",14,16.8436460713095,23,353,17,78,298
"9","6",15,168.433819068056,0,452,46,118,334
"10","6",16,62.6950387080463,13,409,15,120,302
"11","6",17,122.826160406021,13,511,82,136,388
"12","6",18,46.209791361777,15,407,35,104,318
"13","6",19,30.6111187347237,0,371,17,70,301
"14","6",20,26.8880068767074,5,381,17,75,311
"15","6",21,57.4840624769036,14,471,25,103,382
"16","6",22,71.9096471759485,17,433,37,123,327
"17","6",23,85.7527033705456,9,453,31,124,338
"18","6",24,79.047477409854,4,320,19,91,233
"19","6",25,40.0621298678253,11,473,42,117,367
"20","6",26,65.072760200037,0,426,22,121,305
"21","6",27,32.6769037205901,23,404,26,177,250
"22","6",28,147.438349693689,9,342,19,81,270
"23","6",29,38.44798587582,34,391,26,90,335
"24","6",30,86.7948475331239,5,430,26,121,314
"25","6",31,104.767335999581,13,323,19,81,255
"26","6",32,106.511000423472,9,428,23,158,279
"27","6",33,64.736269578941,12,314,22,128,198
"28","6",34,214.981797091963,9,417,29,92,334
"29","6",35,93.1068991653311,0,433,10,91,342
"30","6",36,52.6120396694898,16,424,19,75,365
"31","6",37,110.78106452667,2,388,23,96,294
"32","6",38,94.8457898129717,8,461,10,114,355
"33","6",39,253.851328650849,19,428,38,114,333
"34","6",40,48.3789100889544,22,441,30,68,395
"35","6",41,191.49665464817,10,357,16,114,253
"1","7",8,26.320909467581,4,369,6,143,230
"2","7",9,145.538881885343,12,460,28,180,292
"3","7",10,155.57883556944,2,412,23,145,269
"4","7",11,126.152365589534,18,571,17,166,423
"5","7",12,16.1123400578188,14,400,33,96,318
"6","7",13,150.169868016403,23,424,28,147,300
"7","7",14,68.2363829951614,0,401,30,138,263
"8","7",15,26.7201606027019,33,386,17,95,324
"9","7",16,66.6006843314622,4,456,7,125,335
"10","7",17,75.1697120052884,8,417,41,161,264
"11","7",18,179.102742594061,23,534,14,150,407
"12","7",19,49.7298861135018,18,425,35,139,304
"13","7",20,20.6634836908352,24,395,20,90,329
"14","7",21,52.5252811268132,0,381,19,94,287
"15","7",22,36.2882817820244,8,479,28,131,356
"16","7",23,220.97063136474,8,441,24,147,302
"17","7",24,198.906399487291,0,453,38,162,291
"18","7",25,29.3700937673353,16,336,19,110,242
"19","7",26,184.500949351153,7,480,29,146,341
"20","7",27,76.7283651424867,12,438,20,141,309
"21","7",28,275.243559799091,22,426,18,195,253
"22","7",29,35.5683524136765,12,354,14,95,271
"23","7",30,75.0511002621395,7,398,36,126,279
