"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,3.21901621099599,230,230,0,0,460
"2","1",3,2.32054723650444,294,294,7,7,581
"3","1",4,3.99241246258327,216,216,0,0,432
"4","1",5,2.69481649462512,234,234,3,3,465
"5","1",6,3.40058596391597,245,245,0,0,490
"6","1",7,2.49234419372611,324,324,2,2,646
"7","1",8,5.48011743122791,192,192,4,4,380
"8","1",9,2.20049964656926,183,183,2,2,364
"9","1",10,0.91589726493194,200,200,2,2,398
"10","1",11,27.6479246787991,193,193,6,6,380
"11","1",12,2.17025886503724,231,231,10,10,452
"12","1",13,1.30699757690829,256,256,7,7,505
"13","1",14,0,226,226,0,0,452
"14","1",15,0.412314895440549,193,193,0,0,386
"15","1",16,1.28010165237744,265,265,0,0,530
"16","1",17,3.46347049013811,168,168,7,7,329
"17","1",18,16.0166240263079,206,206,10,10,402
"18","1",19,19.428557188631,257,257,7,7,507
"19","1",20,4.45895841882114,234,234,0,0,468
"20","1",21,4.80873307873529,207,207,0,0,414
"21","1",22,8.39495566441268,261,261,0,0,522
"22","1",23,0,196,196,12,12,380
"23","1",24,1.29809215249936,198,198,34,34,362
"24","1",25,3.2081462946608,192,192,5,5,379
"25","1",26,1.47543662675197,244,244,5,5,483
"26","1",27,4.41786209030262,188,188,11,11,365
"27","1",28,2.25658930697302,145,145,5,5,285
"28","1",29,27.254846434254,202,202,8,8,396
"29","1",30,0,281,281,15,15,547
"30","1",31,2.24994781259867,259,259,0,0,518
"31","1",32,0,198,198,8,8,388
"32","1",33,3.12213608090394,251,251,20,20,482
"33","1",34,6.06707623252772,257,257,6,6,508
"34","1",35,8.19218012964735,219,219,13,13,425
"35","1",36,7.37166603366484,190,190,4,4,376
"36","1",37,0,227,227,4,4,450
"37","1",38,0,190,190,10,10,370
"38","1",39,0,197,197,0,0,394
"39","1",40,4.41635561611553,226,226,15,15,437
"40","1",41,1.58598364018093,183,183,9,9,357
"1","2",3,6.51663533399267,94,324,34,34,384
"2","2",4,29.9155913450063,80,374,18,25,429
"3","2",5,13.5751507951904,71,287,11,11,347
"4","2",6,9.37208782957712,110,344,15,18,436
"5","2",7,32.2624857324795,103,348,5,5,446
"6","2",8,21.941762381617,77,401,13,15,463
"7","2",9,65.9717200493555,63,255,20,24,294
"8","2",10,2.8658536980355,62,245,0,2,305
"9","2",11,13.000427326066,130,330,19,21,439
"10","2",12,8.76601612298465,75,268,8,14,329
"11","2",13,179.062157886838,56,287,16,26,317
"12","2",14,26.2590210442385,54,310,27,34,330
"13","2",15,7.02534961724601,90,316,10,10,396
"14","2",16,11.5747277996246,112,305,16,16,401
"15","2",17,65.7793181150476,75,340,18,18,397
"16","2",18,26.3707615191826,54,222,13,20,256
"17","2",19,30.8453369510694,87,293,17,27,353
"18","2",20,7.20362583618786,86,343,7,14,415
"19","2",21,14.3441473693118,38,272,23,23,287
"20","2",22,11.3780396750919,63,270,5,5,328
"21","2",23,34.6129292221673,98,359,33,33,424
