"origin","dev","calendar","aggregate_claims","notif_count","cum_notif_count","settle_count","cum_settle_count","unfinal_count"
"1","1",2,3.06372984159115,223,223,5,5,441
"2","1",3,1.50630297864513,244,244,0,0,488
"3","1",4,0.333301734334341,181,181,0,0,362
"4","1",5,5.55543554969807,234,234,14,14,454
"5","1",6,0,267,267,0,0,534
"6","1",7,0,211,211,8,8,414
"7","1",8,3.95579978084191,200,200,6,6,394
"8","1",9,0.768387804373752,272,272,0,0,544
"9","1",10,3.45355120264017,205,205,17,17,393
"10","1",11,0.597108066108112,161,161,3,3,319
"11","1",12,1.20226067044852,238,238,19,19,457
"12","1",13,0.889779786683054,182,182,15,15,349
"13","1",14,0.32540218231064,229,229,4,4,454
"14","1",15,2.91965838023202,269,269,0,0,538
"15","1",16,4.15569362701249,179,179,9,9,349
"16","1",17,1.00451259299092,235,235,0,0,470
"17","1",18,0.270290819735216,235,235,0,0,470
"18","1",19,0.401330271745315,206,206,0,0,412
"19","1",20,0.353738487377226,278,278,4,4,552
"20","1",21,0,176,176,13,13,339
"21","1",22,1.90145952252751,175,175,0,0,350
"22","1",23,0.808448648928985,214,214,8,8,420
"23","1",24,9.76940041250504,146,146,6,6,286
"24","1",25,0.847467063355268,295,295,2,2,588
"25","1",26,2.71748037386924,196,196,0,0,392
"26","1",27,3.28009102005998,335,335,0,0,670
"27","1",28,6.43114357946008,267,267,8,8,526
"28","1",29,1.06036005039327,269,269,0,0,538
"29","1",30,0.852582093479976,292,292,5,5,579
"30","1",31,3.03435447549353,246,246,10,10,482
"31","1",32,0,209,209,1,1,417
"32","1",33,0.344070850373056,250,250,2,2,498
"33","1",34,2.19428626875746,263,263,11,11,515
"34","1",35,1.10993988363016,263,263,4,4,522
"35","1",36,0,230,230,6,6,454
"36","1",37,2.14885181440902,251,251,3,3,499
"37","1",38,2.58222823061505,186,186,0,0,372
"38","1",39,0.899266252469293,222,222,8,8,436
"39","1",40,0,234,234,12,12,456
"40","1",41,4.07953660106563,200,200,4,4,396
"1","2",3,16.6879138814633,65,288,19,24,329
"2","2",4,17.2881032468999,78,322,12,12,388
"3","2",5,8.83499995392443,95,276,15,15,356
"4","2",6,13.5740429475125,84,318,9,23,379
"5","2",7,11.8292743762755,152,419,23,23,548
"6","2",8,9.1518351513274,124,335,17,25,434
"7","2",9,10.345087732973,53,253,16,22,284
"8","2",10,8.02964932535772,127,399,11,11,515
"9","2",11,32.0805501241346,60,265,52,69,256
"10","2",12,3.95539041761664,56,217,11,14,259
"11","2",13,41.1496775794056,93,331,9,28,396
"12","2",14,16.6861647112866,59,241,19,34,266
"13","2",15,10.8171742913644,111,340,5,9,442
"14","2",16,23.8546493801418,103,372,39,39,436
"15","2",17,32.774059178513,81,260,31,40,301
"16","2",18,7.03604026490918,81,316,14,14,383
"17","2",19,7.37717643853017,82,317,17,17,382
"18","2",20,10.8271460533452,125,331,15,15,441
"19","2",21,15.1133690956363,126,404,4,8,522
"20","2",22,5.77175703941392,86,262,6,19,329
"21","2",23,3.74531125655251,109,284,8,8,385
"22","2",24,14.5278575638201,56,270,27,35,291
"23","2",25,13.5849151520254,75,221,33,39,257
"24","2",26,20.4577605265695,66,361,10,12,415
"25","2",27,37.3258554820623,61,257,5,5,313
"26","2",28,16.9659405538046,103,438,19,19,522
"27","2",29,30.4264066798988,104,371,18,26,449
"28","2",30,19.6254819926744,44,313,7,7,350
"29","2",31,21.9911558623726,55,347,24,29,373
"30","2",32,30.5691107814071,76,322,10,20,378
"31","2",33,3.94817274165856,78,287,6,7,358
"32","2",34,17.9914470203442,43,293,0,2,334
"33","2",35,16.3861282762915,93,356,0,11,438
"34","2",36,8.78292774243029,82,345,14,18,409
"35","2",37,16.2304502405868,76,306,18,24,358
"36","2",38,33.460262450095,56,307,16,19,344
"37","2",39,5.31586684268826,77,263,0,0,340
"38","2",40,8.26677858188102,76,298,8,16,358
"39","2",41,7.36937561271904,41,275,25,37,279
"40","2",42,24.2532846608427,74,274,21,25,323
"1","3",4,18.8002152478972,63,351,24,48,366
"2","3",5,20.2882574311558,36,358,0,12,382
"3","3",6,212.770119734737,44,320,19,34,330
"4","3",7,112.899342231777,34,352,38,61,325
"5","3",8,48.9770631590755,85,504,23,46,543
"6","3",9,30.2486710256274,47,382,35,60,369
"7","3",10,160.67300886069,65,318,14,36,347
"8","3",11,17.3228650325456,31,430,4,15,446
"9","3",12,43.4121752361996,85,350,44,113,322
"10","3",13,18.7518183879682,48,265,14,28,285
"11","3",14,98.7702579677197,54,385,29,57,382
"12","3",15,15.9820135829805,69,310,6,40,339
"13","3",16,21.6105933493036,35,375,20,29,381
"14","3",17,47.2746591298636,76,448,45,84,440
"15","3",18,17.8563995821946,32,292,13,53,271
"16","3",19,11.012225339797,61,377,10,24,414
"17","3",20,32.1291810582395,30,347,20,37,340
"18","3",21,67.5753299183013,42,373,16,31,384
"19","3",22,56.0831453114147,48,452,26,34,466
"20","3",23,62.9213854446212,48,310,4,23,335
